Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
lipid mini-on,0.500,Lipid Mining and Ontology (Lipid Mini-On) - mining and ontology tool for enrichment analysis of lipidomic data.,"['Ontology and terminology', 'Lipids']","['Web application', 'Web service']",0.0,https://github.com/PNNL-Comp-Mass-Spec/LipidMiniOn/issues,https://bio.tools/lipid mini-on,339.0,215.0,289.4
semdist,0.500,"This package implements methods to calculate information accretion for a given version of the gene ontology and uses this data to calculate remaining uncertainty, misinformation, and semantic similarity for given sets of predicted annotations and true annotations from a protein function predictor.","['Ontology and terminology', 'Data quality management']","['Command-line tool', 'Library']",671.0,http://github.com/iangonzalez/SemDist,https://bio.tools/semdist,339.0,348.0,342.6
gostats,0.500,"A set of tools for interacting with GO and microarray data. A variety of basic manipulation tools for graphs, hypothesis testing and other simple calculations.","['Ontology and terminology', 'Data quality management']","['Command-line tool', 'Library']",979.0,,https://bio.tools/gostats,339.0,353.0,344.6
diversityscientificterms,0.500,"DiversityScientificTerms (DWB-DST) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DST is focussed on the management of collections of scientific terms and term concepts, i. e., particular domain-specific  terminologies, glossaries and vocabularies (e.g. biostratigraphy, anatomical terminology). DST is able to organise terms together with synonyms, common names and equivalent  terms ín different languages. The single terms are defined, (hierarchically) classified and referenced, for example, by linking online resources and external identifiers.","['Medicine', 'Environmental science', 'Data management', 'Biology', 'Chemistry', 'Ontology and terminology']",['Desktop application'],0.0,https://diversityworkbench.net/Portal/Support,https://bio.tools/diversityscientificterms,339.0,215.0,289.4
agrigo,0.500,"Integrated gene ontology analysis toolkit for the agriculture community. Supported organisms and gene identifiers were expanded over EasyGO tool, and several tools for predicting gene function are included.","['Function analysis', 'Gene transcripts', 'Model organisms', 'Ontology and terminology', 'Gene expression']",['Web application'],1362.0,,https://bio.tools/agrigo,339.0,357.0,346.20000000000005
gotrapper,0.500,Tool to navigate through branches of gene ontology hierarchy.,"['Ontology and terminology', 'Microarray experiment', 'Gene expression']",['Desktop application'],0.0,,https://bio.tools/gotrapper,339.0,215.0,289.4
qtl tableminer++(qtm),0.500,It is a command-line tool to retrieve and semantically annotate results obtained from QTL mapping experiments. It takes full-text articles from the Europe PMC repository as input and outputs the extracted QTLs into a relational database (SQLite) and text file (CSV).,['Ontology and terminology'],['Command-line tool'],1.0,,https://bio.tools/qtl tableminer++(qtm),339.0,227.0,294.20000000000005
messa,0.500,"Predicting Sequence Features, Function, and Structure of Proteins Using MESSA | MEta-Server for protein Sequence Analysis (MESSA) is a tool that facilitates widespread protein sequence analysis by gathering structural (local sequence properties and three-dimensional structure) and functional (annotations from SWISS-PROT, Gene Ontology terms, and enzyme classification) predictions for a query protein of interest. MESSA uses multiple well-established tools to offer consensus-based predictions on important aspects of protein sequence analysis. Being freely available for noncommercial users and with a user-friendly interface, MESSA serves as an umbrella platform that overcomes the absence of a comprehensive tool for predictive protein analysis. This article reveals how to access MESSA via the Web and shows how to input a protein sequence to analyze using the MESSA web server","['Gene and protein families', 'Ontology and terminology', 'Enzymes']",['Web application'],0.0,,https://bio.tools/messa,339.0,215.0,289.4
gene ontology browser,0.500,Gene Ontology Browser (GOBrowser) is an interactive tool for mapping microarray gene expression data onto the GeneOntology directed acyclic graph.,"['Mapping', 'Ontology and terminology', 'Gene expression']",['Command-line tool'],0.0,http://www.mybiosoftware.com/gene-ontology-browser-0-92-map-microarray-gene-expression-data-geneontology.html,https://bio.tools/gene ontology browser,339.0,215.0,289.4
ontotext,0.500,Get ontology term(s) original full text.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontotext,339.0,378.0,354.6
genodraw,0.500,"A Web Tool for Developing Pedigree Diagrams Using the Standardized Human Pedigree Nomenclature Integrated with Biomedical Vocabularies.

The integration of genetic information in current clinical routine has raised a need for tools to exploit family genetic knowledge. On the clinical side, an application for managing and visualizing pedigree diagrams could provide genetics specialists with an integrated environment with potential positive impact on their current practice.","['Genetics', 'Human biology', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/genodraw,339.0,215.0,289.4
bel2abm,0.500,Agent-based simulation of static models in Biological Expression Language.,"['Experimental design and studies', 'Data management', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/bel2abm,339.0,215.0,289.4
go-elite,0.500,GO-Elite is designed to identify a minimal non-redundant set of biological Ontology terms or pathways to describe a particular set of genes or metabolites.,"['Pathways', 'Systems biology', 'Ontology and terminology', 'Metabolites']",['Desktop application'],116.0,http://www.mybiosoftware.com/go-elite-1-2-5-software-for-extended-pathway-analysis.html,https://bio.tools/go-elite,339.0,320.0,331.4
ontoisobsolete,0.500,Report whether an ontology term id is obsolete.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontoisobsolete,339.0,378.0,354.6
romop,0.500,"a light-weight R package for interfacing with OMOP-formatted electronic health record data.

R package to easily interface with OMOP-formatted EHR data.

ROMOP, please wait... This may take a minute or two.

Launching ROMOP, please wait... This may take a minute or two. ...

ROMOP is a flexible R package to interface with the Observational Health Data Sciences and Informatics (OHDSI) OMOP Common Data Model. Briefly, OMOP is a standardized relational database schema for Electronic Health Record (EHR) or Electronic Medical Record (EMR) data (i.e., patient data collected during clinical visits to a health system). The main benefit of a standardized schema is that it allows for interoperability between institutions, even if the underlying EHR vendors are disparate.

Benjamin S. Glicksberg 9/14/2018","['Medicine', 'Medical informatics', 'Database management', 'Model organisms', 'Ontology and terminology']",[],0.0,http://github.com/BenGlicksberg/ROMOP,https://bio.tools/romop,339.0,215.0,289.4
megago,0.500,"A fast yet powerful approach to assess functional similarity across meta-omics data sets.

Calculate semantic distance for sets of Gene Ontology terms.","['Metagenomics', 'Proteomics', 'Metatranscriptomics', 'Microbial ecology', 'Ontology and terminology']",['Web application'],0.0,https://github.com/MEGA-GO/,https://bio.tools/megago,339.0,215.0,289.4
edamisid,0.500,Find EDAM ontology terms by is_identifier_of relation.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamisid,339.0,378.0,354.6
hig2vec,0.500,"Hierarchical Representations of Gene Ontology and Genes in the Poincaré Ball.

Preprint version available here https://www.biorxiv.org/content/10.1101/2020.07.14.195750v1.

git clone https://github.com/JaesikKim/HiG2Vec.git.

Simply clone this repository via.","['Genetics', 'Machine learning', 'Protein interactions', 'Model organisms', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/hig2vec,339.0,215.0,289.4
ape,0.500,"APE (the Automated Pipeline Explorer) as a command-line tool and API for automated composition of scientific workflows. APE is easily configured to a new application domain by providing it with a domain ontology and semantically annotated tools. It can then be used to synthesize purpose-specific workflows based on a specification of the available workflow inputs, desired outputs and possibly additional constraints.","['Workflows', 'Ontology and terminology', 'Bioinformatics']","['Command-line tool', 'Library']",0.0,https://github.com/sanctuuary/ape,https://bio.tools/ape,339.0,215.0,289.4
propheno,0.500,"An online dataset for accelerating the complete characterization of the human protein-phenotype landscape in biomedical literature.

Identifying protein-phenotype relations is of paramount importance for applications such as uncovering rare and complex diseases. One of the best resources that captures the protein-phenotype relationships is the biomedical literature. In this work, we introduce ProPheno, a comprehensive online dataset composed of human protein phenotype mentions extracted from the complete corpora of Medline and PubMed Central Open Access. Moreover, it includes co-occurrences of protein-phenotype pairs within different spans of text such as sentences and paragraphs. We use ProPheno for completely characterizing the human protein-phenotype landscape in biomedical literature","['Oncology', 'Natural language processing', 'Rare diseases', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,,https://bio.tools/propheno,339.0,215.0,289.4
gosim,0.500,This package implements several functions useful for computing similarities between GO terms and gene products based on their GO annotation. Moreover it allows for computing a GO enrichment analysis.,"['Ontology and terminology', 'Data quality management']","['Command-line tool', 'Library']",126.0,,https://bio.tools/gosim,339.0,321.0,331.8
genfam,0.500,"A web application and database for gene family-based classification and functional enrichment analysis.

Genome-scale studies using high-throughput sequencing (HTS) technologies generate substantial lists of differentially expressed genes under different experimental conditions. These gene lists need to be further mined to narrow down biologically relevant genes and associated functions in order to guide downstream functional genetic analyses. A popular approach is to determine statistically overrepresented genes in a user-defined list through enrichment analysis tools, which rely on functional annotations of genes based on Gene Ontology (GO) terms. Here, we propose a new computational approach, GenFam, which allows annotation, classification, and enrichment of genes based on their gene family, thus simplifying identification of candidate gene families and associated genes that may be relevant to the query.","['Gene and protein families', 'Plant biology', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']",['Command-line tool'],1.0,https://reneshbedre.github.io/blog/genfam.html,https://bio.tools/genfam,339.0,227.0,294.20000000000005
uniconsig,0.500,uniConSig is a genome-wide quantification of new biological and pathological functions of genes and pathways.,"['Pathology', 'Oncology', 'Molecular interactions, pathways and networks', 'Ontology and terminology', 'Transcriptomics']",[],0.0,,https://bio.tools/uniconsig,339.0,215.0,289.4
cedar ondemand,0.500,It is a chrome browser extension that enables users to seamlessly enter ontology-based metadata using existing web-based submission forms provided by metadata repositories. The use of controlled vocabularies for entering metadata can help improve the quality of metadata submitted to repositories and ultimately contributes to the creation of FAIR data.,['Ontology and terminology'],['Plug-in'],1.0,https://github.com/ahmadchan/CEDAROnDemand,https://bio.tools/cedar ondemand,339.0,227.0,294.20000000000005
gonet,0.500,Tool for interactive Gene Ontology analysis.,"['Molecular interactions, pathways and networks', 'Proteomics', 'Ontology and terminology']",['Web application'],10.0,https://github.com/mikpom/gonet,https://bio.tools/gonet,339.0,266.0,309.8
ictnet2,0.500,"Integrated Complex Traits Networks. Database that allows researchers to build heterogeneous networks by integrating a variety of biological interactions, thus offering a systems-level view of human complex traits.","['Molecular interactions, pathways and networks', 'Ontology and terminology']",['Plug-in'],6.0,https://github.com/LiliWangQueensu/iCTNet2_v2,https://bio.tools/ictnet2,339.0,253.0,304.6
allenricher,0.500,"A comprehensive gene set function enrichment tool for both model and non-model species. This is a tool designed for functional genomic and large-scale genetic studies from which large number of gene lists (e.g. differentially expressed gene sets, co-expressed gene sets, or differential epigenomic modification gene sets etc) are continuously generated. AllEnricher incorporates information from different public resources and provides an easy way for biologists to make sense out of gene lists.","['Pathology', 'Molecular interactions, pathways and networks', 'Epigenomics', 'Ontology and terminology', 'Gene expression']",['Script'],0.0,,https://bio.tools/allenricher,339.0,215.0,289.4
gomcl,0.500,"A toolkit to cluster, evaluate, and extract non-redundant associations of Gene Ontology-based functions.

GOMCL is a tool to cluster and extract summarized associations of Gene Ontology based functions in omics data. It clusters GO terms using MCL based on overlapping ratios, OC (Overlap coefficient) or JC (Jaccard coefficient). The resulting clusters can be further analyzed and separated into sub-clusters using a second script, GOMCL-sub. This tool helps researchers to reduce time spent on manual curation of large lists of GO terms and minimize biases introduced by shared GO terms in data interpretation.","['Genomics', 'Molecular interactions, pathways and networks', 'Plant biology', 'Genotype and phenotype', 'Ontology and terminology']",['Database portal'],0.0,https://github.com/Guannan-Wang/GOMCL,https://bio.tools/gomcl,339.0,215.0,289.4
ontogetcommon,0.500,Get common ancestor for terms.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetcommon,339.0,378.0,354.6
meshsim,0.500,Provide for measuring semantic similarity over MeSH headings and MEDLINE documents.,"['Medical informatics', 'Ontology and terminology']","['Command-line tool', 'Library']",7.0,,https://bio.tools/meshsim,339.0,258.0,306.6
tm-imc,0.500,Function Prediction for G Protein-Coupled Receptors through Text Mining and Induction Matrix Completion | TM-IMC: Text Mining and Induce Matrix Completion for GPCR function prediction | TM-IMC is an algorithm for automated annotation of Gene Ontology (GO) term for G protein-coupled receptors (GPCRs) using features derived from text mining and induced matrix completion of GPCR-GO associatation matrix,"['Physiology', 'Ontology and terminology', 'Natural language processing']",[],0.0,,https://bio.tools/tm-imc,339.0,215.0,289.4
tale,0.500,"Transformer-based protein function Annotation with joint sequence–Label Embedding.

For TALE+ (TALE+Diamond), please download Diamond and put the executable file into TALE/diamond/.

Input feature: sequence data (using transformer).

Output label: hierarchical nodes on directed graphs.","['Sequencing', 'Machine learning', 'Proteins', 'Model organisms', 'Ontology and terminology']",[],0.0,,https://bio.tools/tale,339.0,215.0,289.4
gomap,0.500,"Gene Ontology Meta Annotator for Plants.

Lawrence-Dill Plant Informatics and Computation Lab.

Welcome to GOMAP-singularity’s documentation! — GOMAP-Singularity 1.3.2 documentation.

All publications and products by the team at Lawrence-Dill Plant Informatics and Computation Lab. Click on the link to learn more.

Publicly available GOMAP Datasets.

These datasets generated by GOMAP are new high-coverage and reproducible functional annotation sets of protein coding genes based on Gene Ontology (GO) term assignments. Follow the DOI link for more information, access, and download. Check out the main project page (Home on the left) to find out more about how they were generated and how you can use the pipeline yourself.","['Genomics', 'Plant biology', 'Sequence assembly', 'Computer science', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/gomap,339.0,215.0,289.4
fairdatapoint,0.500,"FAIRDataPoint is a REST api for creating, storing and servering FAIR metadata. The metadata contents are in this api are generated semi-automatically according to the FAIR Data Point software specification document. In the current version of api we support GET, POST and PATCH requests.","['Ontology and terminology', 'Informatics']","['Web API', 'Web application']",0.0,https://github.com/FAIRDataTeam/FAIRDataPoint,https://bio.tools/fairdatapoint,339.0,215.0,289.4
diversity workbench,0.500,"The modularized Diversity Workbench (=DWB) represents a tool suite for the management of life and environmental sciences data. The DWB is handling different kinds of bio- and geodiversity data, taxonomies, terminologies, and facilitates the processing of ecological, molecular biological, observational, collection and taxonomic data. It is capable and flexible enough to be applied as data storage system for institutional data repositories. The DWB is set up on a system of 11 xml-enabled SQL relational databases. The rich clients are installed as desktop applications. The DWB might be run as an intranet solution and provide direct interoperability with clients of interlinked DWB databases including cloud services. DWB installations are flexible in the management of highly structured data, enable sophisticated user administration and allow for user-adapted data entry and data exchange. Further, the DWB design facilitates the dynamic integration of web services and external data resources.","['Literature and language', 'Environmental science', 'Data management', 'Experimental design and studies', 'Biology', 'Ontology and terminology', 'Omics']",['Workbench'],0.0,https://diversityworkbench.net/Portal/Software,https://bio.tools/diversity workbench,339.0,215.0,289.4
gomapman,0.500,"GoMapMan is an open web-accessible resource for gene functional annotations in the plant sciences. It was developed to facilitate improvement, consolidation and visualization of gene annotations across several plant species.","['Plant biology', 'Ontology and terminology', 'Data submission, annotation and curation', 'Functional genomics']",['Database portal'],43.0,,https://bio.tools/gomapman,339.0,301.0,323.8
bipom,0.500,BiPOm is a rule-based ontology to represent and infer molecule knowledge from a biological process-centered viewpoint.,"['Endocrinology and metabolism', 'Molecular biology', 'Machine learning', 'Enzymes', 'Ontology and terminology']",['Ontology'],0.0,http://bioportal.bioontology.org/ontologies/BIPOM,https://bio.tools/bipom,339.0,215.0,289.4
sbgn,0.500,The aim is to provide the most accurate translation for metabolic networks between GraphML (yEd) and SBGN-ML Process Description file formats. Translation in both direction is possible. This project should ultimately be integrated into the SBFC.,"['Protein expression', 'Endocrinology and metabolism', 'Systems biology', 'Molecular interactions, pathways and networks', 'Ontology and terminology']",[],0.0,http://github.com/draeger-lab/krayon4sbgn,https://bio.tools/sbgn,339.0,215.0,289.4
covid term,0.500,"COVID Term is constructed by Institute of Medical Information, Chinese Academy of Medical Sciences and consists of the bilingual preferred terms, abbreviations, synonyms and some definitions and sources for concepts related with COVID-19 in disease, viruses, clinical manifestation, infected population, epidemic prevention and control, psychological assistance et. al.","['Respiratory medicine', 'Infectious disease', 'Medical imaging', 'Medical informatics', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/covid term,339.0,215.0,289.4
hatk,0.500,"HATK(HLA Analysis Tool-Kit) is a collection of tools and modules to perform HLA fine-mapping analysis, which is to identify which HLA allele or amino acid position of the HLA gene is driving the disease. HLA fine-mapping analysis is an indispensable analysis in studies of autoimmune diseases.","['Pathology', 'Small molecules', 'Immunoproteins and antigens', 'Ontology and terminology', 'DNA polymorphism']",['Command-line tool'],0.0,,https://bio.tools/hatk,339.0,215.0,289.4
fair,0.500,Two real use cases of FAIR maturity indicators in the life sciences | This repository contains the results of the FAIR Metrics Group | FAIR Maturity Indicators and Tools | [Horizon 2020 Commission expert group on Turning FAIR data into reality](http://ec.europa.eu/transparency/regexpert/index.cfm?do=groupDetail.groupDetail&groupID=3464,"['Microarray experiment', 'Ontology and terminology', 'Biology']",[],0.0,https://github.com/FAIRMetrics/Metrics/issues,https://bio.tools/fair,339.0,215.0,289.4
yogy,0.500,"Eukaryotic Orthology (YOGY) is a resource for retrieving orthologous proteins from nine eukaryotic organisms. Using a gene or protein identifier as a query, this database provides comprehensive, combined information on orthologs in other species using data from five independent resources: KOGs, Inparanoid, Homologene, OrthoMCL, and a table of curated orthologs between budding yeast and fission yeast. Associated Gene Ontology (GO) terms of orthologs can also be retrieved.","['Gene and protein families', 'Model organisms', 'Ontology and terminology']",['Web application'],39.0,,https://bio.tools/yogy,339.0,300.0,323.4
dnmso,0.500,"DNMSO is an ontology for representing de novo sequencing results from Tandem-MS data. For the identification and sequencing of proteins, mass spectrometry (MS) has become the tool of choice and as such drives proteomics.","['Sequencing', 'Small molecules', 'Proteomics', 'Proteomics experiment', 'Ontology and terminology']",['Ontology'],0.0,https://savastakan.github.io/dnmso/,https://bio.tools/dnmso,339.0,215.0,289.4
godef,0.500,Find GO ontology terms by definition.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/godef,339.0,378.0,354.6
gsvec,0.500,"Comprehensive biological interpretation of gene signatures using semantic distributed representation.

GsVec (Gene signature Vector) is an analysis method that supports the biological interpretation of Gene signature obtained by gene expression analysis of Bioinformatics. The association between the gene signature to be interpreted and the gene signature of the Pathway / Gene Ontology data base is performed by natural language processing","['Molecular interactions, pathways and networks', 'Natural language processing', 'Microarray experiment', 'Ontology and terminology', 'Gene expression']",['Command-line tool'],0.0,,https://bio.tools/gsvec,339.0,215.0,289.4
terminformer,0.500,"unsupervised term mining and analysis in biomedical literature.

Terminology is the most basic information that researchers and literature analysis systems need to understand. Mining terms and revealing the semantic relationships between terms can help biomedical researchers find solutions to some major health problems and motivate researchers to explore innovative biomedical research issues. However, how to mine terms from biomedical literature remains a challenge. At present, the research on text segmentation in natural language processing (NLP) technology has not been well applied in the biomedical field. Named entity recognition models usually require a large amount of training corpus, and the types of entities that the model can recognize are limited. Besides, dictionary-based methods mainly use pre-established vocabularies to match the text. However, this method can only match terms in a specific field, and the process of collecting terms is time-consuming and labour-intensive","['Medicine', 'Ontology and terminology', 'Natural language processing', 'Machine learning']",[],0.0,,https://bio.tools/terminformer,339.0,215.0,289.4
fhir,0.500,"FHIR is a standard for health care data exchange. It is a platform specification that defines a set of capabilities use across the healthcare process, in all jurisdictions, and in lots of different contexts.","['Infectious disease', 'Medical informatics', 'Database management', 'Allergy, clinical immunology and immunotherapeutics', 'Ontology and terminology']",['Web API'],0.0,,https://bio.tools/fhir,339.0,215.0,289.4
isa4j,0.500,"A scalable Java library for creating ISA-Tab metadata.

isa4j is a comprehensive and scalable Java Library for the programmatic generation of experimental metadata descriptions using the ISATab container format. We're assuming you're familiar with the ISA-Tab framework in the remainder of the manual; if you're not, please read up about it first.

This is an XML namespace defined in the XML Linking Language (XLink) specification.","['Database management', 'Imaging', 'Ontology and terminology']",['Library'],0.0,https://github.com/IPK-BIT/isa4j,https://bio.tools/isa4j,339.0,215.0,289.4
deeppvp,0.500,Phenotype-based variant prioritization method that combined automated inference with deep neural networks to identify the likely causative variants in whole exome or whole genome sequence data.,"['Exome sequencing', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],6.0,,https://bio.tools/deeppvp,339.0,253.0,304.6
pcosbase,0.500,"A manually curated database of polycystic ovarian syndrome.

Nor Afiqah-Aleng, Sarahani Harun, Mohd Rusman Arief A-Rahman, Nor Azlan Nor Muhammad, Zeti-Azura Mohamed-Hussein, PCOSBase: a manually curated database of polycystic ovarian syndrome, Database, Volume 2017, 2017, bax098","['Pathology', 'Data submission, annotation and curation', 'Molecular interactions, pathways and networks', 'Proteomics', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/pcosbase,339.0,215.0,289.4
microphenodb,0.500,"MicroPhenoDB Associates Metagenomic Data with Pathogenic Microbes, Microbial Core Genes, and Human Disease Phenotypes.","['Pathology', 'Metagenomics', 'Medical informatics', 'Genotype and phenotype', 'Ontology and terminology']","['Database portal', 'Web application']",0.0,http://lilab2.sysu.edu.cn/microphenodb,https://bio.tools/microphenodb,339.0,215.0,289.4
ffpred,0.500,"Using a machine learning approach, FFPred server predicts protein function using protein features scanned against a library of over 300 Gene Ontology annotation terms. FFPred has the capacity to annotate distant homologues and orphan protein sequences.","['Function analysis', 'Machine learning', 'Protein sites, features and motifs', 'Proteins', 'Ontology and terminology']",['Web application'],36.0,,https://bio.tools/ffpred,339.0,296.0,321.8
fairscape,0.500,"FAIRSCAPE is a reusable computational framework, enabling simplified access to modern scalable cloud-based components. It fully implements the FAIR data principles and extends them to provide FAIR Evidence, including provenance of datasets, software and computations,as metadata for all computed results.","['Workflows', 'Imaging', 'Ontology and terminology']",['Workbench'],0.0,,https://bio.tools/fairscape,339.0,215.0,289.4
edamdef,0.500,Find EDAM ontology terms by definition.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/edamdef,339.0,378.0,354.6
covid-19 biomarkers,0.500,OncoMX has been expanded to include COVID-19 biomarkers.,"['Pathology', 'Medical imaging', 'Ontology and terminology', 'Biomarkers']",['Web application'],0.0,,https://bio.tools/covid-19 biomarkers,339.0,215.0,289.4
pdbj,0.500,"Protein Data Bank Japan: a member of the worldwide Protein Data Bank (wwPDB), accepts and processes desposited data of experimentally determinded macromolecular structures.","['Protein structure analysis', 'Structure analysis', 'Proteins', 'Structural biology', 'Ontology and terminology']",['Database portal'],83.0,,https://bio.tools/pdbj,339.0,314.0,329.0
nbdc rdf portal,0.500,Comprehensive repository for semantic data in life sciences.,"['Data management', 'Ontology and terminology', 'Literature and language']",['Web application'],0.0,,https://bio.tools/nbdc rdf portal,339.0,215.0,289.4
the comparative toxicogenomics database (ctd),0.500,"Curated database about the interaction of environmental chemicals with gene products, and their effects on human health. New features include statistical analyses and analytical tools, including GeneComps and ChemComps, enriched Gene Ontology terms associated with chemicals, statistically ranked chemical-disease inferences, Venn diagram tools to discover overlapping and unique attributes of any set of chemicals, genes or disease, and enhanced gene pathway data content, among other features.","['Pathology', 'Molecular interactions, pathways and networks', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/the comparative toxicogenomics database (ctd),339.0,215.0,289.4
crossbar,0.400,"CROssBAR is a comprehensive Resource of Biomedical Relations with Deep Learning Applications and Knowledge Graph Representations. The purpose of the CROssBAR project is to address the limitations related to data diversity and connectivity in biological data resources, which hamper their real-world applications to biomedical problems. Within CROssBAR, we developed a comprehensive computational resource by linking various biomedical resources, generating relation predictions using machine/deep learning, and developing information rich knowledge graphs that incorporate available and predicted biomedical relationships with the aim of providing aid to biomedical researchers to further understand disease mechanisms and to discover/develop new drugs.","['Molecular interactions, pathways and networks', 'Infectious disease', 'Machine learning', 'Small molecules', 'Genotype and phenotype']",['Web application'],0.0,https://crossbar.kansil.org/covid_main.php,https://bio.tools/crossbar,28.0,215.0,102.8
drug targets,0.400,A database protal for drug target predictions based knowledge graph embeddings.,"['Biotherapeutics', 'Medicinal chemistry', 'Small molecules']",['Database portal'],0.0,,https://bio.tools/drug targets,28.0,215.0,102.8
pybravo,0.400,"From a list of genes, pyBRAvo produces upstream regulation or signaling networks. pyBRAvo internally leverages the BioPAX ontolgy, the PathwayCommons knowledge graph, and the SPARQL semantic web query language. pyBRAvo can be used through either a Jupyter notebook, or a command line interface.","['Molecular interactions, pathways and networks', 'Systems biology']",['Command-line tool'],0.0,https://github.com/pyBRAvo/pyBRAvo,https://bio.tools/pybravo,28.0,215.0,102.8
linkphinder,0.400,"Accurate Prediction of Kinase-Substrate Networks Using Knowledge Graphs.

Abstract Phosphorylation of specific substrates by protein kinases is a key control mechanism for vital cell-fate decisions and other cellular processes. However, discovering specific kinase-substrate relationships is timeconsuming and often rather serendipitous. Computational predictions alleviate these challenges, but the current approaches suffer from limitations like restricted kinome coverage and inaccuracy. They also typically utilise only local features without reflecting broader interaction context. To address these limitations, we have developed an alternative predictive model.","['Protein modifications', 'Molecular interactions, pathways and networks', 'Machine learning', 'Small molecules', 'Cell biology']",['Database portal'],0.0,,https://bio.tools/linkphinder,28.0,215.0,102.8
kg-covid-19,0.400,"A framework to produce customized knowledge graphs for COVID-19 response.

Prebuilt versions of the KG-COVID-19 knowledge graph build from all available data are available in the following serialization formats:.

The KG-COVID-19 project is the first instantiation of such a KG Hub. Thus, KG-COVID-19 is a framework, that follows design patterns of the KG Hub, to download and transform COVID-19/SARS-COV-2 related datasets and emit a knowledge graph that can then be used for machine learning or others uses, to produce actionable knowledge.","['Pathology', 'Machine learning', 'Public health and epidemiology']",['Command-line tool'],0.0,,https://bio.tools/kg-covid-19,28.0,215.0,102.8
multipaths,0.400,"A Python framework for analyzing multi-layer biological networks using diffusion algorithms.

A Python package for analyzing harmonized biological networks through diffusion algorithms.

systems-biology knowledge-graph network-analysis diffusion-network network-biology.

Results of the MultiPaths publication.

A Python package for network analysis through diffusion label propagation algorithms.","['Workflows', 'Molecular interactions, pathways and networks', 'Biomaterials']",['Command-line tool'],0.0,,https://bio.tools/multipaths,28.0,215.0,102.8
clep,0.400,CLEP is A Hybrid Data- and Knowledge-Driven Framework for Generating Patient Representations. CLEP is a framework that contains novel methods for generating patient representations from any patient level data and its corresponding prior knowledge encoded in a knowledge graph. The framework is depicted in the graphic below.,"['Molecular interactions, pathways and networks', 'Personalised medicine', 'Transcriptomics', 'Machine learning']",[],0.0,https://pypi.org/project/clep,https://bio.tools/clep,28.0,215.0,102.8
robokop kg,0.400,ROBOKOP KG is an Integrated Knowledge Graphs from Federated Sources.,"['Molecular interactions, pathways and networks', 'Imaging']",[],0.0,http://robokop.renci.org,https://bio.tools/robokop kg,28.0,215.0,102.8
robokop,0.400,"An Abstraction Layer and User Interface for Knowledge Graphs to Support Question Answering | ROBOKOP is a tool for reasoning over structured biomedical knowledge databases as part of the NCATS translator and reasoner programs. The ROBOKOP system consists of a web based user interface, an API server, and several worker servers. The code is separated into three separate repositories","['Environmental science', 'Natural language processing']",[],0.0,http://robokopkg.renci.org,https://bio.tools/robokop,28.0,215.0,102.8
covid-19 knowledge graph,0.400,"COVID-19 Knowledge Graph is a computable, multi-modal, cause-and-effect knowledge model of COVID-19 pathophysiology.","['Pathology', 'Model organisms', 'Literature and language', 'Bioinformatics']",['Library'],0.0,,https://bio.tools/covid-19 knowledge graph,28.0,215.0,102.8
ckg,0.400,"Clinical Knowledge Graph (CKG) is a Python project that allows you to analyse proteomics and clinical data, and integrate and mine knowledge from multiple biomedical databases widely used nowadays.","['Sequence analysis', 'Medicine', 'Proteomics', 'Biomarkers', 'Workflows']",[],0.0,,https://bio.tools/ckg,28.0,215.0,102.8
covid-19 knetminer,0.400,"Visualises linked human biological data related to SARS-CoV-2 in the form of a knowledge graph, using a range of publicly available data. Includes gene, protein, gene ontology, reaction, pathway, homology, protein domain, phenotype/disease, and GWAS data and the interactions between them. KnetMiner scores and ranks genes to give the most relevant results relating to your query search.","['Drug discovery', 'Data visualisation']",['Web application'],0.0,https://github.com/Rothamsted/covid19-kg/blob/master/RawDataEndPoints.md,https://bio.tools/covid-19 knetminer,28.0,215.0,102.8
