Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
decres,0.125,"DEep learning for identifying Cis-Regulatory ElementS is an extension of the Deep Learning Tutorials developped by LISA lab (www.deeplearning.net/tutorial/). Although it is developped for the identification of CREs, it can also be used for other applications.","['Transcriptional regulatory sites', 'Enhancers', 'Promoters']","['Library', 'Script']",3.0,,https://bio.tools/decres,186.0,364.0,257.2
pcpheno,0.125,"Tools to integrate, annotate, and link phenotypes to cellular organizational units such as protein complexes and pathways.","['Molecular interactions, pathways and networks', 'Genotype and phenotype', 'Proteins']","['Command-line tool', 'Library']",671.0,,https://bio.tools/pcpheno,186.0,575.0,341.6
cargo,0.125,"Portal that uses widgets to allow users to mine literature using iHOP, retrieve disease information from OMIM, visualize 3D SNPs, query protein interactions, and view summarized gene annotation information for cancer related genes in human.","['Pathology', 'Oncology', 'Molecular interactions, pathways and networks', 'Natural language processing', 'Humans']",['Web application'],10.0,,https://bio.tools/cargo,186.0,405.0,273.6
cncdatabase,0.125,"CNCDatabase(Cornell Non-Coding Cancer driver Database) provides a helpful resource for researchers to explore the pathological role of non-coding alterations and their associations with gene expression in human cancers. This database provides the list of non-coding cancer drivers in gene promoters, enhancers, ncRNAs and CTCF-cohesin insulators published in over 25 studies. It is created from text mining and manual curation to the PubMed articles.","['Pathology', 'Oncology', 'Biological databases', 'Transcription factors and regulatory sites', 'Functional, regulatory and non-coding RNA']",['Database portal'],0.0,,https://bio.tools/cncdatabase,186.0,315.0,237.6
genome3d,0.125,"integrating a collaborative data pipeline to expand the depth and breadth of consensus protein structure annotation.

Genome3D Annotating Genomes with Structures.

Search Genome3D find structural annotations for your proteins.

Tool to interact with the Genome3D API.

Genome3D provides consensus structural annotations and 3D models for sequences from model organisms, including human. These data are generated by several UK based resources in the Genome3D consortium: SCOP, CATH, SUPERFAMILY, Gene3D, FUGUE, THREADER, PHYRE.

The tool genome3d-api aims to make communicating with the Genome3D API as convenient as possible. However, since the API has been defined using OpenAPI standards, you should be able to point any OpenAPI compatible client to the following specification:","['Workflows', 'Model organisms', 'Proteomics', 'Sequence analysis']",['Command-line tool'],2.0,https://uclorengogroup.github.io/genome3d-openapi-client/,https://bio.tools/genome3d,186.0,350.0,251.6
chimera,0.125,"This package facilitates the characterisation of fusion products events. It allows to import fusion data results from the following fusion finders: chimeraScan, bellerophontes, deFuse, FusionFinder, FusionHunter, mapSplice, tophat-fusion, FusionMap, STAR, Rsubread, fusionCatcher.",['Gene structure'],['Library'],9.0,http://bioconductor.org/packages/chimera/,https://bio.tools/chimera,186.0,399.0,271.20000000000005
sevenc,0.125,"Chromatin looping is an essential feature of eukaryotic genomes and can bring regulatory sequences, such as enhancers or transcription factor binding sites, in the close physical proximity of regulated target genes. This package uses protein binding signals from ChIP-seq and sequence motif information to predict chromatin looping events.","['Functional genomics', 'Epigenetics', 'ChIP-seq', 'ChIP-on-chip']",['Library'],0.0,https://github.com/ibn-salem/sevenC/,https://bio.tools/sevenc,186.0,315.0,237.6
python video annotator,0.125,"PythonVideoAnnotator is a graphical application written in Python, to analyze and create notes for events in videos. It was developed with the aim of helping neuroscience and ethology researchers to identify animals’ behaviors based on the information extracted from the video.",['Data visualisation'],['Desktop application'],0.0,https://github.com/video-annotator/pythonvideoannotator,https://bio.tools/python video annotator,186.0,315.0,237.6
pombase,0.125,"Comprehensive online database for fission yeast. PomBase provides comprehensive manual literature curation, annotation of genomic sequence and features,  genome-wide data sets, and supports sophisticated user-defined queries.","['Model organisms', 'Sequencing', 'Biology']",['Database portal'],0.0,https://twitter.com/PomBase,https://bio.tools/pombase,186.0,315.0,237.6
modex,0.125,"A text mining system for extracting mode of regulation of transcription factor-gene regulatory interaction.

Deciphering the network of TF-target interactions with information on mode of regulation (activation vs. repression) is an important step toward understanding the regulatory pathways that underlie complex traits. There are many experimental, computational, and manually curated databases of TF-gene interactions. In particular, high-throughput ChIP-seq datasets provide a large-scale map or transcriptional regulatory interactions.

ModEx can be installed using the GitHub repository. All of the dependencies will be installed via setup.py script.

Saman Farahmand, Todd Riley, Kourosh Zarringhalam, ""ModEx: A text mining system for extracting mode of regulation of Transcription Factor-gene regulatory interaction"", BioRxiv, 2019","['Oncology', 'Molecular interactions, pathways and networks', 'Natural language processing', 'ChIP-seq', 'Gene expression']",['Command-line tool'],0.0,,https://bio.tools/modex,186.0,315.0,237.6
annotationfilter,0.125,"It provides class and other infrastructure to implement filters for manipulating Bioconductor annotation resources. The filters will be used by ensembldb, Organism.dplyr, and other packages.","['Data submission, annotation and curation']",['Library'],0.0,https://github.com/Bioconductor/AnnotationFilter,https://bio.tools/annotationfilter,186.0,315.0,237.6
diana-microt v5.0,0.125,"Dedicated to miRNA target prediction and functional analysis and is widely used since 2009 from the scientific community. 
It predicts targets for miRNAs and provides functional information on the predicted miRNA:target gene interaction from various online biological resources. Updates enable the association of miRNAs to diseases through bibliographic analysis and connection to the UCSC genome browser. Updates include sophisticated workflows.","['Pathology', 'Bioinformatics', 'Molecular interactions, pathways and networks', 'Gene transcripts', 'Small molecules', 'Functional, regulatory and non-coding RNA']",['Web application'],1497.0,http://www.microrna.gr/webServer,https://bio.tools/diana-microt v5.0,186.0,586.0,346.0
gdsarray,0.125,"GDS files are widely used to represent genotyping or sequence data. The GDSArray package implements the `GDSArray` class to represent nodes in GDS files in a matrix-like representation that allows easy manipulation (e.g., subsetting, mathematical transformation) in _R_. The data remains on disk until needed, so that very large files can be processed.",['Sequencing'],['Library'],0.0,https://github.com/Bioconductor/GDSArray,https://bio.tools/gdsarray,186.0,315.0,237.6
omadb,0.125,A package for the orthology prediction data download from OMA database.,"['Comparative genomics', 'Genetics', 'Function analysis', 'Functional genomics']",['Library'],0.0,http://bioconductor.org/packages/OmaDB/,https://bio.tools/omadb,186.0,315.0,237.6
sequence similarity maps (ssm),0.125,"A data mining solution to map thousands of viral isolates (influenza, dengue and FMDV virus).",['Proteomics'],['Web application'],0.0,,https://bio.tools/sequence similarity maps (ssm),186.0,315.0,237.6
amtdb,0.125,"This is the place where you can find an updated list of the published mitochondrial sequences coming from the ancient DNA samples (aDNA). The main interest of our database lies in the anatomically modern Homo sapiens samples, ranging from the late Paleolithic to roughly Iron Age times, focusing on an Euroasian geographical area. We provide both the mtDNA sequences (in FASTA format), and the metadata for the samples (IDs, dates, geolocation, site, culture, mtDNA haplogroup etc., available to download in a tab-delimited text file).",['Biology'],['Database portal'],6.0,,https://bio.tools/amtdb,186.0,383.0,264.8
orange,0.125,Open source data visualization and analysis for novice and experts. Data mining through visual programming or Python scripting. Components for machine learning. Add-ons for bioinformatics and text mining. Packed with features for data analytics.,"['Bioinformatics', 'Natural language processing', 'Machine learning', 'Data architecture, analysis and design', 'Cheminformatics', 'Computer science', 'Computational biology', 'Data mining', 'Data visualisation']","['Command-line tool', 'Desktop application']",154.0,https://github.com/biolab/orange3,https://bio.tools/orange,186.0,536.0,326.0
candida genome database cgd,0.125,"Provides online access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. Two tools have been added to the DB. The Biochemical Pathways tool provides visualization of metabolic pathways and analysis tools that facilitate interpretation of experimental data, including results of large-scale experiments, in the context of Candida metabolism.","['Molecular interactions, pathways and networks', 'Endocrinology and metabolism', 'Model organisms', 'Experimental design and studies']",['Database portal'],183.0,,https://bio.tools/candida genome database cgd,186.0,542.0,328.4
alvisir,0.125,Text mining tool for extracting information about microbial biodiversity in food.,"['Biodiversity', 'Microbiology', 'Natural language processing']",['Web service'],0.0,,https://bio.tools/alvisir,186.0,315.0,237.6
descseq,0.125,Alter the name or description of a sequence.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/descseq,186.0,609.0,355.20000000000005
protmapper,0.125,"Assembling a phosphoproteomic knowledge base using ProtMapper to normalize phosphosite information from databases and text mining. 
Map amino acid sites of post-translational modifications from models or data to reference positions.

Code to generate results and figures relevant to the ProtMapper manuscript.

The Protmapper maps references to protein sites to the human reference sequence based on UniProt, PhosphoSitePlus, and manual curation.","['Protein modifications', 'Molecular interactions, pathways and networks', 'Natural language processing', 'Small molecules', 'Proteomics']",[],0.0,https://github.com/johnbachman/protmapper_paper,https://bio.tools/protmapper,186.0,315.0,237.6
treeio,0.125,"Base classes and functions for parsing and exporting phylogenetic trees. This package supports parsing analysis findings from commonly used software packages, allows linking external data to phylogeny and merging tree data obtained from different sources. It also supports exporting phylogenetic tree with heterogeneous associated data to a single tree file.",['Phylogenetics'],['Library'],8.0,https://guangchuangyu.github.io/software/treeio,https://bio.tools/treeio,186.0,396.0,270.0
tromer,0.125,"The transcriptome analyser project aims to provide tools to determine and document all the transcribed parts of a genome. The transcribed parts are defined by analysing experimental evidence, like expressed sequence tags (EST) and other mRNA sequences.","['Transcriptomics', 'Genomics']",['Web application'],0.0,,https://bio.tools/tromer,186.0,315.0,237.6
civicmine,0.125,CIViCmine is a literature-mined database of clinically relevant cancer biomarkers from data from PubMed and Pubmed Central Open Access subset.,"['Oncology', 'Data submission, annotation and curation', 'Natural language processing', 'Machine learning', 'Biomarkers']",['Web application'],0.0,https://github.com/jakelever/civicmine,https://bio.tools/civicmine,186.0,315.0,237.6
dasir,0.125,R package for programmatic retrieval of information from DAS servers.,['Computer science'],"['Command-line tool', 'Plug-in']",671.0,http://bioconductor.org/,https://bio.tools/dasir,186.0,575.0,341.6
carmo,0.125,"Web-based platform providing comprehensive annotations for multi-omics data, including transcriptomic data sets, epi-genomic modification sites, SNPs from genome re-sequencing, and the large gene lists derived from these omics studies.","['Sequencing', 'Preclinical and clinical studies', 'Omics']",['Web application'],13.0,http://www.mybiosoftware.com/carmo-comprehensive-annotation-of-rice-multi-omics.html,https://bio.tools/carmo,186.0,417.0,278.4
lipid data analyzer (lda),0.125,The tool enables lipid annotation in high-throughput data derived from chromatography-coupled tandem mass spectrometry.,"['Metabolomics', 'Lipids']",['Command-line tool'],23.0,,https://bio.tools/lipid data analyzer (lda),186.0,444.0,289.20000000000005
aspgd,0.125,"The Aspergillus Genome Database is an online genomics resource for researchers studying the genetics and molecular biology of the Aspergilli. AspGD combines high-quality manual curation of the experimental scientific literature examining the genetics and molecular biology of Aspergilli, cutting-edge comparative genomics approaches to iteratively refine and improve structural gene annotations across multiple Aspergillus species, and web-based research tools for accessing and exploring the data.","['Genetics', 'Experimental design and studies', 'Literature and language', 'Comparative genomics']",['Database portal'],94.0,,https://bio.tools/aspgd,186.0,516.0,318.0
histone coder,0.125,"Count the number of MS/MS ions in a given spectrum to determine the unambiguous localization of a post-translational modification (PTM). The software lists number and type of site determining ions found between the assigned PTM localization by Mascot (Matrix Science) and the closest other amino acids which can host the modification. The PTMs included in the script are phosphorylation (S,T,Y), acetylation (K), mono- and dimethylation (K,R) and trimethylation (K).","['Epigenetics', 'Proteomics experiment', 'Protein modifications']",['Desktop application'],50.0,,https://bio.tools/histone coder,186.0,490.0,307.6
roma,0.125,A package for the orthology prediction data download from OMA database.,"['Comparative genomics', 'Genetics', 'Functional genomics']",['Library'],0.0,http://bioconductor.org/packages/roma/,https://bio.tools/roma,186.0,315.0,237.6
kinetoplastid genome resources (tritrypdb),0.125,"Integrated database providing access to genome-scale datasets for kinetoplastid parasites. Integrates datasets from Leishmania braziliensis, L. infantum, L. major, L. tarentolae, Trypanosoma brucei and T. cruzi. Users may examine individual genes or chromosomal spans in their genomic context, including syntenic alignments with other kinetoplastid organisms. Data can be interrogated utilizing a search strategy system that enables a user to construct complex queries combining multiple data types.","['Model organisms', 'Animals']",['Database portal'],359.0,,https://bio.tools/kinetoplastid genome resources (tritrypdb),186.0,554.0,333.20000000000005
pptm,0.125,Web tool of novel text-mining method for efficiently retrieving and extracting protein phosphorylation information from literature.,"['Literature and language', 'Protein modifications']",['Web application'],4.0,http://www.mybiosoftware.com/pptm-1-0-literature-mining-of-protein-phosphorylation-using-dependency-parse-trees.html,https://bio.tools/pptm,186.0,374.0,261.2
qsbio,0.125,A dataset of conserved quaternary structure (QS) across Protein Data Ban (PDB).,"['Structure analysis', 'Structural biology']",['Database portal'],8.0,,https://bio.tools/qsbio,186.0,396.0,270.0
koffi,0.125,"new binding kinetics database and its integration in an open-source binding analysis software.

Kinetics OF Featured Interactions.

KOFFI-DB (???) is an article based database for kinetic constants of biomolecular interactions. We focused on interactions between DNA, RNA, proteins and chemical compounds. All datapoints were manually annotated and reviewed based on open source articles available on Europe PMC","['Database management', 'Literature and language', 'Enzymes', 'Small molecules']",['Web application'],0.0,,https://bio.tools/koffi,186.0,315.0,237.6
hubmed,0.125,"This tool uses information from PubMed's database, provided by the NCBI through the EUtils web service, to produce a search interface focused on browsing, organising and gathering information from the biomedical literature.","['Medicine', 'Literature and language', 'Natural language processing', 'Biomedical science']",['Web application'],36.0,,https://bio.tools/hubmed,186.0,472.0,300.4
compartments,0.125,"COMPARTMENTS is a weekly updated web resource that integrates evidence on protein subcellular localization from manually curated literature, high-throughput screens, automatic text mining, and sequence-based prediction methods. We map all evidence to common protein identifiers and Gene Ontology terms, and further unify it by assigning confidence scores that facilitate comparison of the different types and sources of evidence and visualize these scores on a schematic cell.","['Protein targeting and localisation', 'Data visualisation', 'Natural language processing']",['Database portal'],154.0,,https://bio.tools/compartments,186.0,536.0,326.0
magi,0.125,Publicly available web application to explore and annotate cancer genomics data.,"['Genetics', 'Oncology', 'Genomics']",['Web application'],11.0,http://www.mybiosoftware.com/magi-mutation-annotation-genome-interpretation.html,https://bio.tools/magi,186.0,409.0,275.20000000000005
t-library,0.125,"Automated data extraction software for medical summary using text mining (T-Library).

Library project of Physician’s empirical knowledge.

Automatic extraction of medical information from medical record.

Yamada T, Kondo Y, Momosaki R. 2019. Automated data extraction software for medical summary using text mining (T-Library) PeerJ Preprints 7:e27685v1 https://doi.org/10.7287/peerj.preprints.27685v1","['Data mining', 'Natural language processing', 'Preclinical and clinical studies']",[],0.0,,https://bio.tools/t-library,186.0,315.0,237.6
unired,0.125,"UniReD is a Text Mining tool that collects high quality, manually annotated and non-redundant Human or Mouse proteins from UniProtKB/Swiss-Prot (reviewed). Using a combination of publications that are i. manually assigned to each protein by UniProt and ii.automatically calculated (as related documents) by PubMed, UniReD creates clusters of proteins that are putatively functionally related.",['Functional genomics'],['Web application'],0.0,,https://bio.tools/unired,186.0,315.0,237.6
samsa2,0.125,"Version 2 of the SAMSA pipeline - faster! Lighter! More options! Less waiting!
It is a rapid and efficient metatranscriptome pipeline for analyzing large RNA-seq datasets in a supercomputing cluster environment. It provides simplified output that can be examined directly or used for further analyses, and its reference databases may be upgraded, altered or customized to fit the needs of any experiment.","['Metagenomics', 'Microbiome', 'Metatranscriptomics', 'RNA-seq']",['Workflow'],0.0,https://github.com/transcript/samsa2,https://bio.tools/samsa2,186.0,315.0,237.6
metdisease,0.125,"App for Cytoscape, the bioinformatics network visualization tool. The app is used to annotate a metabolic network with MeSH disease terms, explore related diseases within a network, and link to PubMed references corresponding to any network node and selection of MeSH terms.","['Pathology', 'Molecular interactions, pathways and networks', 'Endocrinology and metabolism', 'Data submission, annotation and curation']",['Desktop application'],10.0,http://www.mybiosoftware.com/metdisease-1-1-0-connecting-metabolites-to-diseases-via-literature.html,https://bio.tools/metdisease,186.0,405.0,273.6
phenominer,0.125,Database of phenotypes extracted from the scientific literature using text mining.,['Genotype and phenotype'],['Database portal'],15.0,,https://bio.tools/phenominer,186.0,419.0,279.20000000000005
cagefightr,0.125,"It is an R/Bioconductor package for performing a wide range of common CAGE data analysis tasks. Core functionality includes: import of CAGE TSSs (CTSSs), tag (or unidirectional) clustering for TSS identification, bidirectional clustering for enhancer identification, annotation with transcript and gene models, calculation of TSS shapes and quantification of CAGE expression as expression matrices.","['Gene regulation', 'Transcriptomics', 'Sequencing', 'Gene expression']",['Library'],0.0,https://github.com/MalteThodberg/CAGEfightR,https://bio.tools/cagefightr,186.0,315.0,237.6
pannzer2,0.125,Protein ANNotation with Z-scoRE. Fully automated  functional annotation of prokaryotic and eukaryotic proteins of unknown function. Designed to predict the functional description (DE) and GO classes.,['Proteomics'],['Web application'],0.0,,https://bio.tools/pannzer2,186.0,315.0,237.6
drosophila dnase i footprint database,0.125,Database of transcription factor binding sites created from systematic literature curation and genome annotation of DNase I footprints for Drosophila.,"['Gene expression', 'Nucleic acid sites, features and motifs', 'DNA binding sites', 'Transcription factors and regulatory sites']",['Database portal'],127.0,,https://bio.tools/drosophila dnase i footprint database,186.0,527.0,322.4
diana-lncbase,0.125,"Incorporates an extensive collection of miRNA:lncRNA interactions. The database includes more than 70,000 low and high-throughput, (in)direct miRNA:lncRNA experimentally supported interactions, derived from manually curated publications and the analysis of 153 AGO CLIP-Seq libraries. LncBase v2 hosts in silico predicted miRNA targets on lncRNAs, identified with the DIANA-microT algorithm.",['Gene regulation'],['Web application'],396.0,,https://bio.tools/diana-lncbase,186.0,558.0,334.8
citexplore literature database,0.125,Combine literature search with text mining tools for biology.,['Literature and language'],['Database portal'],547.0,,https://bio.tools/citexplore literature database,186.0,563.0,336.8
odg,0.125,"Tool for generating, querying, and analyzing multi-omics comparative databases to facilitate biological understanding.","['Comparative genomics', 'Data integration and warehousing']",['Command-line tool'],1.0,,https://bio.tools/odg,186.0,338.0,246.8
guide,0.125,"Guide (Genome Informatics Data Explorer) is a desktop application designed for the bench biologists to analyse RNA-Seq and microarray expression data. It performs gene-centric analyses such as differential expression and pathways using well-established R modules. It also integrates useful data from multiple sources, such as gene annotation and orthologue data, and enables editing of R commands to customise the analyses for advanced users.","['RNA', 'Pathways', 'Gene expression', 'RNA-seq']",['Desktop application'],3.0,http://www.mybiosoftware.com/guide-0-3-1-application-for-gene-expression-analysis.html,https://bio.tools/guide,186.0,364.0,257.2
omim explorer,0.125,"A tool for linking patient information based on The Human Phenotype Ontology (HPO) with OMIM disease catalog. The tool performs semantic similarity analysis, visualizes the results in an interactive user interface and enables users to manually correct the results if needed.","['Pathology', 'Data mining', 'Genotype and phenotype', 'Rare diseases']",['Web application'],22.0,,https://bio.tools/omim explorer,186.0,442.0,288.4
cpgavas,0.125,"CPGAVAS (Chloroplast Genome Annotation, Visualization, Analysis, and GenBank Submission) is a web server which allows accurate genome annotation, the generation of circular chloroplast genome maps, the provision of useful analysis results of the annotated genome, the creation of files that can be submitted to GenBank directly.",['DNA'],['Command-line tool'],305.0,http://www.mybiosoftware.com/cpgavas-20130506-chloroplast-genome-annotation-visualization-analysis-genbank-submission-tool.html,https://bio.tools/cpgavas,186.0,550.0,331.6
mamot,0.125,C++ program for HMM models,"['Genomics', 'Transcription factors and regulatory sites', 'Sequence analysis']",['Web application'],0.0,,https://bio.tools/mamot,186.0,315.0,237.6
cogs,0.125,"Collections of Clusters of Orthologous Genes provide indispensable tools for comparative genomic analysis, evolutionary reconstruction and functional annotation of new genomes.","['DNA', 'Data submission, annotation and curation', 'Evolutionary biology', 'Genomics', 'Proteins']",['Web application'],3811.0,http://www.mybiosoftware.com/cogs-201204-phylogenetic-classification-proteins-encoded-complete-genomes.html,https://bio.tools/cogs,186.0,589.0,347.20000000000005
mpagenomics,0.125,A package for multi-patients analysis of genomic markers. It is devoted to (i) efficient segmentation and (ii) genomic marker selection from multi-patient copy number and SNP data profiles.,"['Gene expression', 'DNA polymorphism', 'Statistics and probability']",['Workbench'],1.0,http://modal.lille.inria.fr/wikimodal/,https://bio.tools/mpagenomics,186.0,338.0,246.8
delayedarray,0.125,"Wrapping an array-like object in a DelayedArray object allows one to perform common array operations on it without loading the object in memory. In order to reduce memory usage and optimize performance, operations on the object are either delayed or executed using a block processing mechanism. Note that this also works on in-memory array-like objects like DataFrame objects, Matrix objects, and ordinary arrays and data frames.",['Data management'],['Library'],0.0,http://bioconductor.org/packages/DelayedArray/,https://bio.tools/delayedarray,186.0,315.0,237.6
association viewer,0.125,AssociationViewer is a Java application used to display SNPs in a genetic context. Supplementary data (such as genes or LD plots) is downloaded from various public data sources on the fly and saved locally in a cache. Custom data can be added as supplementary tracks.,['Genomics'],['Web application'],1.0,,https://bio.tools/association viewer,186.0,338.0,246.8
bugbuilder,0.125,"BugBuilder is a pipeline for the automated assembly and annotation of microbial genomes from high-throughput sequence data. It is configurable so as not to be tied to any assembler or scaffolder, and is designed to run in a cluster environment facilitating high-throughput processing of genomes.",['Assembly'],['Command-line tool'],0.0,http://www.mybiosoftware.com/bugbuilder-microbial-genome-assembly.html,https://bio.tools/bugbuilder,186.0,315.0,237.6
rdavidwebservice,0.125,"Tool for retrieving data from DAVID database that offers the main functionalities of the website, including a connectivity to upload gene background lists, or the reports of the submitted information.",['Data acquisition'],"['Command-line tool', 'Library']",46.0,http://www.bdmg.com.ar,https://bio.tools/rdavidwebservice,186.0,484.0,305.20000000000005
metatropismdb,0.125,"A database of organ-specific metastasis induced by human cancer cell lines in mouse models.

The organotropism is the propensity of metastatic cancer cells to colonize preferably certain distant organs, resulting in a non-random distribution of metastases. In order to shed light on this behaviour, several studies were performed by the injection of human cancer cell lines into immunocompromised mouse models.","['Oncology', 'Literature and language', 'Mouse clinic', 'Microarray experiment', 'Model organisms']",['Database portal'],0.0,,https://bio.tools/metatropismdb,186.0,315.0,237.6
evex,0.125,A text mining resource built on top of PubMed abstracts and PubMed Central full texts.,['Data mining'],['Web application'],47.0,,https://bio.tools/evex,186.0,485.0,305.6
pannzer,0.125,"Fully automated service for functional annotation of prokaryotic and eukaryotic proteins of unknown function. The tool is designed to predict the functional description (DE), EC numbers and GO classes.","['Function analysis', 'Sequence analysis', 'Proteins']",['Command-line tool'],39.0,http://www.mybiosoftware.com/pannzer-protein-functional-annotation-server.html,https://bio.tools/pannzer,186.0,477.0,302.4
mirtex,0.125,Text-mining system that extracts miRNA-gene regulation relations and miRNA-target relations from literature.,"['Gene regulation', 'Functional, regulatory and non-coding RNA', 'RNA']",['Web application'],20.0,http://www.mybiosoftware.com/mirtex-text-mining-system-for-mirna-gene-relation-extraction.html,https://bio.tools/mirtex,186.0,434.0,285.20000000000005
biocpkgtools,0.125,"Package that facilitates access to extensive metadata in computable form covering the Bioconductor package ecosystem, facilitating downstream applications such as custom reporting, data and text mining of Bioconductor package text descriptions, graph analytics over package dependencies, and custom search approaches.","['Data mining', 'Natural language processing', 'Bioinformatics']",['Library'],0.0,https://github.com/seandavi/BiocPkgTools,https://bio.tools/biocpkgtools,186.0,315.0,237.6
ferrdb,0.125,FerrDb is a manually curated resource for regulators and markers of ferroptosis and ferroptosis-disease associations.,"['Pathology', 'Oncology', 'Molecular biology', 'Small molecules', 'Metabolomics']",['Database portal'],0.0,,https://bio.tools/ferrdb,186.0,315.0,237.6
disqover,0.125,"DISQOVER is a data integration platform for public, licensed and internal data. The Data Ingestion Engine enables transforming data into Linked Data which can be searched, navigated and analysed via the user interface and the API. The publicly accessible DISQOVER platform contains 140+ public data sources in life sciences and related domains.","['Medicine', 'Biomedical science', 'Biology', 'Chemistry', 'Omics']","['Web API', 'Web application', 'Database portal']",0.0,,https://bio.tools/disqover,186.0,315.0,237.6
microtss,0.125,"microTSS is a machine-learning algorithm that provides highly accurate, single-nucleotide resolution predictions for intergenic miRNA transcription start sites (TSSs). MicroTSS integrates high-resolution RNA-sequencing data with active transcription marks derived from chromatin immunoprecipitation and DNase-sequencing to enable the characterization of tissue-specific promoters","['Sequencing', 'Machine learning']",['Command-line tool'],22.0,,https://bio.tools/microtss,186.0,442.0,288.4
mbrole,0.125,"Server that performs functional enrichment analysis of a list of chemical compounds derived from a metabolomics experiment, which allows this list to be interpreted in biological terms.","['Molecular interactions, pathways and networks', 'Metabolomics']",['Web service'],36.0,http://www.mybiosoftware.com/mbrole-enrichment-analysis-metabolomic-data.html,https://bio.tools/mbrole,186.0,472.0,300.4
melanomamine,0.125,Text mining for melanoma.,['Natural language processing'],['Web application'],0.0,https://github.com/inab/melanomamine,https://bio.tools/melanomamine,186.0,315.0,237.6
e3miner,0.125,Web-based text mining tool that extracts and incorporates comprehensive knowledge about ubiquitin-protein ligases (E3) with their underlying mechanisms. This tool integrates available E3 data from the published literature as well as from the biological databases.,"['Data mining', 'Natural language processing', 'Proteins']",['Web application'],17.0,,https://bio.tools/e3miner,186.0,427.0,282.4
globalfungi,0.125,"User interface to data from high-throughput sequencing studies of fungal
communities across terrestrial biomes. Includes sequencing data, sample
locations, sample metadata.","['Biodiversity', 'Agricultural science']",['Database portal'],2.0,https://globalfungi.com/,https://bio.tools/globalfungi,186.0,350.0,251.6
keggprofile,0.125,Annotation and visualization tool which integrated the expression profiles and the function annotation in KEGG pathway maps. The multi-types and multi-groups expression data can be visualized in one pathway map. It facilitated more detailed analysis about the specific function changes inner pathway or temporal correlations in different genes and samples.,"['Molecular interactions, pathways and networks']","['Command-line tool', 'Library']",671.0,,https://bio.tools/keggprofile,186.0,575.0,341.6
mg-rast,0.125,MG-RAST is a fully-automated service for annotating metagenome samples providing analysis tools for comparison,"['Metagenomics', 'Phylogenetics']",['Web application'],1852.0,,https://bio.tools/mg-rast,186.0,588.0,346.8
compendium of protein lysine acetylation (cpla),0.125,Resource of manually curated lysine acetylated substrates with their sites.,"['Epigenetics', 'Protein interactions', 'Protein modifications', 'Proteins']",['Database portal'],37.0,,https://bio.tools/compendium of protein lysine acetylation (cpla),186.0,474.0,301.20000000000005
aceparser,0.125,AceParser: Parse an Ace file (Phred/Phrap output) into a tab-delimited assembly alignment file. Options to include embedded annotation from multiple sources.,['Assembly'],['Command-line tool'],0.0,http://www.mybiosoftware.com/aceparser-1-33-parse-ace-file-phredphrap-output-tab-delimited-assembly-alignment-file.html,https://bio.tools/aceparser,186.0,315.0,237.6
figurecomposer,0.125,figureComposer is a web-based interactive multi-panel bio-infographic designing tool,"['Imaging', 'Sequence assembly', 'Proteomics experiment']",['Web application'],0.0,https://github.com/baohongz/figureComposer,https://bio.tools/figurecomposer,186.0,315.0,237.6
cdfread,0.125,A simple reader of mass spectra in netCDF.,['Proteomics experiment'],['Command-line tool'],0.0,http://ms-utils.org,https://bio.tools/cdfread,186.0,315.0,237.6
hgt-id,0.125,Identifies the integration of viruses into the human genome using the sequencing data.,"['Sequencing', 'Viral genomics', 'RNA-seq', 'Cancer', 'Whole genome sequencing']",['Workflow'],0.0,,https://bio.tools/hgt-id,186.0,315.0,237.6
uniprot,0.125,"The universal protein knowledgebase in 2021.

You are using a version of browser that may not display all the features of this website.","['Literature and language', 'Sequence analysis', 'Proteomics', 'Proteomics experiment', 'Model organisms']",[],0.0,https://www.uniprot.org/proteomes/,https://bio.tools/uniprot,186.0,315.0,237.6
enrichplot,0.125,Visualization methods for interpreting functional enrichment results obtained from ORA or GSEA analysis. All the visualization methods are developed based on 'ggplot2' graphics.,['Biology'],['Library'],0.0,https://github.com/GuangchuangYu/enrichplot,https://bio.tools/enrichplot,186.0,315.0,237.6
defume,0.125,"Assemble Sanger sequencing reads, identify ORFs and blast these as well as annotating them with InterPro.","['Sequencing', 'Sequence analysis']",['Web service'],4.0,,https://bio.tools/defume,186.0,374.0,261.2
holovir,0.125,A robust and flexible data analysis pipeline that provides an optimised and validated workflow for taxonomic and functional characterisation of viral metagenomes.,['Systems biology'],['Command-line tool'],12.0,,https://bio.tools/holovir,186.0,414.0,277.20000000000005
hare,0.125,"A Flexible Highlighting Annotator for Ranking and Exploration.

HARE: Highlighting Annotator for Ranking and Exploration.

This open-source software package implements two components of a pipeline for identifying information relevant to a specific topic in text documents:.","['Workflows', 'Natural language processing', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/hare,186.0,315.0,237.6
