Tool,keywords_score,Description,Topics,Operations,Inputs,Outputs,Type,Citations,URL,biotoolsID,License,keyword_rank,citations_rank,comp_score
iVar,0.125,"Interpretation-oriented tool to manage the update and revision of variant annotation and classification.

iVar - DataBase of Genomics Variants.","['Biological databases', 'Evolutionary biology', 'Sequencing']","['Variant calling', 'Variant classification', 'Text annotation']",[],[],['Command-line tool'],0.0,,ivar,AGPL-3.0,190.0,225.0,204.0
MAMOT,0.125,C++ program for HMM models,"['Transcription factors and regulatory sites', 'Genomics', 'Sequence analysis']",['Annotation'],[],[],['Web application'],0.0,,mamot,,190.0,225.0,204.0
BioExcel genome sequence quality control workflow,0.125,Workflow to perform high throughput Next Generation Sequencing (NGS) sequencing quality control stages,['Sequence analysis'],"['Sequence assembly validation', 'Sequencing quality control', 'Annotation', 'Sequence analysis']","[{'data': {'term': 'sequence', 'uri': 'http://edamontology.org/data_2044'}, 'format': {'term': 'fastq', 'uri': 'http://edamontology.org/format_1930'}}]","[{'data': {'term': 'dna sequence (raw)', 'uri': 'http://edamontology.org/data_3497'}, 'format': {'term': 'fastq', 'uri': 'http://edamontology.org/format_1930'}}]","['Command-line tool', 'Library', 'Workflow']",0.0,https://bioexcel.eu/research/projects/use-case-rapid-turnaround-cancer-analysis-pipeline-for-high-throughput-sequencing-data/,bioexcel_seqqc,Apache-2.0,190.0,225.0,204.0
deFUME,0.125,"Assemble Sanger sequencing reads, identify ORFs and blast these as well as annotating them with InterPro.","['Sequencing', 'Sequence analysis']",['Sequence assembly'],[],[],['Web service'],4.0,,defume,,190.0,354.0,255.6
ESTscan,0.125,"ESTScan can detect coding regions (CDS) in DNA sequences, even if they are of low quality.  It  also detects/corrects sequencing errors that lead to frameshifts.  ESTScan is not a gene prediction program , nor is it an open reading frame detector.  In fact, its strength lies in the fact that it does not require an open reading frame to detect a coding region.  The program may miss a few translated amino acids at termini, but detects coding regions with high selectivity and sensitivity.","['Genomics', 'Transcriptomics']",['Annotation'],[],[],['Web application'],0.0,,estscan,,190.0,225.0,204.0
KEGGprofile,0.125,Annotation and visualization tool which integrated the expression profiles and the function annotation in KEGG pathway maps. The multi-types and multi-groups expression data can be visualized in one pathway map. It facilitated more detailed analysis about the specific function changes inner pathway or temporal correlations in different genes and samples.,"['Molecular interactions, pathways and networks']","['Visualisation', 'Annotation']",[],[],"['Command-line tool', 'Library']",1245.0,,keggprofile,GPL-2.0,190.0,614.0,359.6
BugBuilder,0.125,"BugBuilder is a pipeline for the automated assembly and annotation of microbial genomes from high-throughput sequence data. It is configurable so as not to be tied to any assembler or scaffolder, and is designed to run in a cluster environment facilitating high-throughput processing of genomes.",['Assembly'],['Sequence assembly'],[],[],['Command-line tool'],0.0,http://www.mybiosoftware.com/bugbuilder-microbial-genome-assembly.html,bugbuilder,,190.0,225.0,204.0
Histone Coder,0.125,"Count the number of MS/MS ions in a given spectrum to determine the unambiguous localization of a post-translational modification (PTM). The software lists number and type of site determining ions found between the assigned PTM localization by Mascot (Matrix Science) and the closest other amino acids which can host the modification. The PTMs included in the script are phosphorylation (S,T,Y), acetylation (K), mono- and dimethylation (K,R) and trimethylation (K).","['Proteomics experiment', 'Epigenetics', 'Protein modifications']","['Annotation', 'Post-translation modification site prediction']","[{'data': {'term': 'sequence search results', 'uri': 'http://edamontology.org/data_0857'}, 'format': {'term': 'xml', 'uri': 'http://edamontology.org/format_2332'}}]","[{'data': {'term': 'protein features', 'uri': 'http://edamontology.org/data_1277'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]",['Desktop application'],61.0,,histone_coder,,190.0,514.0,319.6
PALMER,0.125,"Improving pathway annotation based on the biomedical literature mining with a constrained latent block model.

PALMER: A Constrained Biclustering Algorithm to Improve Pathway Annotation Based on the Biomedical Literature Mining.","['Natural language processing', 'Systems biology', 'Oncology', 'Molecular interactions, pathways and networks', 'Endocrinology and metabolism']","['Pathway analysis', 'Text mining', 'Text annotation', 'Clustering']",[],[],['Library'],0.0,,palmer,,190.0,225.0,204.0
DIANA-LNCBase,0.125,"Incorporates an extensive collection of miRNA:lncRNA interactions. The database includes more than 70,000 low and high-throughput, (in)direct miRNA:lncRNA experimentally supported interactions, derived from manually curated publications and the analysis of 153 AGO CLIP-Seq libraries. LncBase v2 hosts in silico predicted miRNA targets on lncRNAs, identified with the DIANA-microT algorithm.",['Gene regulation'],['Annotation'],[],[],['Web application'],485.0,,diana-lncbase,,190.0,592.0,350.8
DDBJ,0.125,"Nucleotide sequence archive database and accompanying database tools for sequence submission, entry retrieval and annotation analysis. A new archive for quantitative genomics data, the DDBJ Omics aRchive (DOR). The DOR stores quantitative data both from the microarray and high-throughput new sequencing platforms. Other improvements include improved content of the patent sequence, released a new submission tool of the Sequence Read Archive (DRA) and the Read Annotation Pipeline.","['Database management', 'Sequencing', 'Microarray experiment', 'Gene transcripts']","['Query and retrieval', 'Data retrieval', 'Annotation', 'Deposition']",[],[],['Database portal'],129.0,,ddbj,,190.0,551.0,334.4
DISQOVER,0.125,"DISQOVER is a data integration platform for public, licensed and internal data. The Data Ingestion Engine enables transforming data into Linked Data which can be searched, navigated and analysed via the user interface and the API. The publicly accessible DISQOVER platform contains 140+ public data sources in life sciences and related domains.","['Chemistry', 'Biology', 'Biomedical science', 'Omics', 'Medicine']","['Scatter plot plotting', 'Pathway or network visualisation', 'Structure database search', 'Formatting', 'Ontology visualisation', 'Aggregation', 'Box-Whisker plot plotting', 'Filtering', 'Visualisation', 'Text annotation', 'Query and retrieval', 'ID mapping']",[],[],"['Web API', 'Web application', 'Database portal']",0.0,,disqover,Unlicense,190.0,225.0,204.0
RLIMS-P,0.125,"Rule-based text-mining program specifically designed to extract protein phosphorylation information on protein kinase, substrate and phosphorylation sites from biomedical literature.",['Literature mining'],['Literature mining'],[],[],['Command-line tool'],21.0,http://www.mybiosoftware.com/rlims-p-2-0-rule-based-literature-mining-system-for-protein-phosphorylation.html,rlims-p,,190.0,450.0,294.0
NutriChem,0.125,"Database generated by text mining of 21 million MEDLINE abstracts, with information that links plant-based foods with their small molecule components and human disease phenotypes.",['Nutritional science'],['Query and retrieval'],"[{'data': {'term': 'disease id', 'uri': 'http://edamontology.org/data_1150'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'pathway or network identifier', 'uri': 'http://edamontology.org/data_1082'}, 'format': {'term': 'binary format', 'uri': 'http://edamontology.org/format_2333'}}]",['Database portal'],49.0,http://www.cbs.dtu.dk/services,nutrichem,Other,190.0,504.0,315.6
MelanomaMine,0.125,Text mining for melanoma.,['Natural language processing'],"['Text mining', 'Literature search', 'Relation extraction']",[],[],['Web application'],0.0,https://github.com/inab/melanomamine,melanomamine,,190.0,225.0,204.0
ModEx,0.125,"A text mining system for extracting mode of regulation of transcription factor-gene regulatory interaction.

Deciphering the network of TF-target interactions with information on mode of regulation (activation vs. repression) is an important step toward understanding the regulatory pathways that underlie complex traits. There are many experimental, computational, and manually curated databases of TF-gene interactions. In particular, high-throughput ChIP-seq datasets provide a large-scale map or transcriptional regulatory interactions.

ModEx can be installed using the GitHub repository. All of the dependencies will be installed via setup.py script.

Saman Farahmand, Todd Riley, Kourosh Zarringhalam, ""ModEx: A text mining system for extracting mode of regulation of Transcription Factor-gene regulatory interaction"", BioRxiv, 2019","['Natural language processing', 'ChIP-seq', 'Oncology', 'Molecular interactions, pathways and networks', 'Gene expression']","['Pathway or network prediction', 'Gene regulatory network analysis', 'Text mining']",[],[],['Command-line tool'],2.0,,ModEx,MIT,190.0,305.0,236.0
Adverse drug event presentation and tracking (ADEPT),0.125,ADEPT is a tool for a high-sensitivity natural language processing (NLP) pipeline for detecting potential adverse drug events (ADEs) with easily interpretable output for high-efficiency human review and adjudication of true ADEs.,"['Natural language processing', 'Preclinical and clinical studies', 'Workflows', 'Pharmacovigilance']",['Text annotation'],[],[],['Workflow'],0.0,,adept,Apache-2.0,190.0,225.0,204.0
BioContext,0.125,"Text mining system for extracting information about molecular processes in biomedical articles.Using the data extracted by the software, it is possible to get an overview of a range of biomolecular processes relating to a particular gene or anatomical location.","['Natural language processing', 'Biomedical science', 'Molecular biology']",['Text mining'],[],[],['Command-line tool'],34.0,http://www.mybiosoftware.com/biocontext-1-0-system-extraction-contextualization-biomedical-events.html,biocontext,,190.0,485.0,308.0
PhenoMiner,0.125,Database of phenotypes extracted from the scientific literature using text mining.,['Genotype and phenotype'],['Database search'],[],[],['Database portal'],16.0,,phenominer,,190.0,429.0,285.6
IScan,0.125,"A package to identify insertion sequences and similar transposable elements, their inverted repeats, and the direct target repeats they generate in entire genomes.",['Genomics'],['Annotation'],[],[],['Web application'],0.0,,iscan,,190.0,225.0,204.0
RNAIndel,0.125,"discovering somatic coding indels from tumor RNA-Seq data.

Somatic indel discovery tool for tumor RNA-Seq data.

RNAIndel calls coding indels from tumor RNA-Seq data and classifies them as somatic, germline, and artifactual. You can also use RNAIndel as a postprocessor to classify indels called by your own caller. RNAIndel supports GRCh38 and 37","['RNA-Seq', 'Machine learning', 'DNA polymorphism']","['Annotation', 'Standardisation and normalisation', 'Indel detection']",[],[],[],2.0,,RNAIndel,Apache-2.0,190.0,305.0,236.0
IDEAL,0.125,"Collection of experimentally verified intrinsically disordered proteins (IDPs) or intrinsically disordered regions (IDRs). Manually curated annotations on IDPs in locations, structures, and functional sites such as protein binding regions and posttranslational modification sites.","['Protein disordered structure', 'Protein binding sites', 'Proteins', 'Protein modifications', 'Protein folds and structural domains']","['Protein feature detection', 'Protein secondary structure prediction (coils)', 'Text annotation', 'Post-translation modification site prediction']",[],[],['Database portal'],61.0,,ideal,,190.0,514.0,319.6
HARE,0.125,"A Flexible Highlighting Annotator for Ranking and Exploration.

HARE: Highlighting Annotator for Ranking and Exploration.

This open-source software package implements two components of a pipeline for identifying information relevant to a specific topic in text documents:.","['Natural language processing', 'Workflows', 'Machine learning']","['Visualisation', 'Text annotation', 'Splitting']",[],[],['Command-line tool'],0.0,,hare,,190.0,225.0,204.0
BioKC,0.125,"BioKC platform is in constant development and its roadmap foresees support for defining and annotation of complexes, and handling of SBML extensions such as the Multistate and Multicomponent species package.","['Systems biology', 'Data submission, annotation and curation', 'Literature and language', 'Molecular interactions, pathways and networks', 'Workflows']","['Editing', 'Text annotation', 'Image annotation']",[],[],['Web API'],0.0,,biokc,,190.0,225.0,204.0
CEU Mass Mediator,0.125,"Tool for looking up metabolites in different databases (Kegg, HMDB, LipidMaps, Metlin and MINE) from experimental masses obtained by mass spectrometry.",['Metabolomics'],"['Database search', 'Annotation']","[{'data': {'term': 'mass spectrometry spectra', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'pubchem id', 'uri': 'http://edamontology.org/data_2639'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]",['Web application'],37.0,http://ceumass.eps.uspceu.es/mediator/index.xhtml,ceu_mass_mediator,Unlicense,190.0,489.0,309.6
Compendium of protein lysine acetylation (CPLA),0.125,Resource of manually curated lysine acetylated substrates with their sites.,"['Proteins', 'Protein modifications', 'Protein interactions', 'Epigenetics']","['Data retrieval', 'Protein post-translation modification site prediction', 'Query and retrieval', 'Annotation', 'Protein feature detection']",[],[],['Database portal'],46.0,,cpla,,190.0,500.0,314.0
CAW,0.125,Project has changed name: sarek,"['Oncology', 'Genomics']","['Sample comparison', 'Analysis', 'Annotation']","[{'data': {'term': 'dna sequence (raw)', 'uri': 'http://edamontology.org/data_3497'}, 'format': {'term': 'fastq', 'uri': 'http://edamontology.org/format_1930'}}]","[{'data': {'term': 'sequence variations', 'uri': 'http://edamontology.org/data_3498'}, 'format': {'term': 'vcf', 'uri': 'http://edamontology.org/format_3016'}}]","['Command-line tool', 'Workflow']",0.0,https://github.com/nf-core/sarek,caw,MIT,190.0,225.0,204.0
BSQA,0.125,"Web server that performs integrated text mining for insect biology, covering diverse aspects from molecular interactions of genes to insect behavior. It recognizes a number of entities and relations in Medline documents about the model insect, Drosophila melanogaster.","['Natural language processing', 'Systems biology', 'Animals', 'Biology', 'Molecular interactions, pathways and networks']",['Text mining'],[],[],['Web application'],3.0,,bsqa,,190.0,330.0,246.0
AmtDB,0.125,"This is the place where you can find an updated list of the published mitochondrial sequences coming from the ancient DNA samples (aDNA). The main interest of our database lies in the anatomically modern Homo sapiens samples, ranging from the late Paleolithic to roughly Iron Age times, focusing on an Euroasian geographical area. We provide both the mtDNA sequences (in FASTA format), and the metadata for the samples (IDs, dates, geolocation, site, culture, mtDNA haplogroup etc., available to download in a tab-delimited text file).",['Biology'],['Annotation'],"[{'data': {'term': 'nucleic acid sequence', 'uri': 'http://edamontology.org/data_2977'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'sequence features', 'uri': 'http://edamontology.org/data_1255'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]",['Database portal'],0.0,,AmtDB,CC-BY-4.0,190.0,225.0,204.0
FusionAnalyser,0.125,"Graphical, event-driven tool dedicated to the identification of driver fusion rearrangements in human cancer through the analysis of paired-end high-throughput transcriptome sequencing data. Requires short, paired-end sequences.","['Gene structure', 'Sequencing', 'Transcriptomics']","['Annotation', 'Gene prediction', 'Gene expression profiling', 'Read mapping']",[],[],['Desktop application'],24.0,,fusionanalyser,GPL-3.0,190.0,460.0,298.0
Pavian,0.125,"Web application for exploring metagenomics classification results, with a special focus on infectious disease diagnosis. Pinpointing pathogens in metagenomics classification results is often complicated by host and laboratory contaminants as well as many non-pathogenic microbiota. Researchers can analyze, display and transform results from the Kraken and Centrifuge classifiers using interactive tables, heatmaps and flow diagrams.","['Model organisms', 'Metagenomics']","['Taxonomic classification', 'Annotation']",[],[],['Web application'],0.0,,pavian,GPL-3.0,190.0,225.0,204.0
CNCDatabase,0.125,"CNCDatabase(Cornell Non-Coding Cancer driver Database) provides a helpful resource for researchers to explore the pathological role of non-coding alterations and their associations with gene expression in human cancers. This database provides the list of non-coding cancer drivers in gene promoters, enhancers, ncRNAs and CTCF-cohesin insulators published in over 25 studies. It is created from text mining and manual curation to the PubMed articles.","['Transcription factors and regulatory sites', 'Biological databases', 'Functional, regulatory and non-coding RNA', 'Oncology', 'Pathology']","['Database search', 'Editing', 'Promoter prediction']",[],[],['Database portal'],0.0,,cncdatabase,,190.0,225.0,204.0
CHAT,0.125,Text mining approach to organize and evaluate scientific literature on cancer.,"['Natural language processing', 'Literature and language', 'Oncology']",['Text mining'],[],[],['Web application'],33.0,,chat,,190.0,481.0,306.4
PANNZER,0.125,"Fully automated service for functional annotation of prokaryotic and eukaryotic proteins of unknown function. The tool is designed to predict the functional description (DE), EC numbers and GO classes.","['Proteins', 'Sequence analysis', 'Function analysis']",['Annotation'],[],[],['Command-line tool'],61.0,http://www.mybiosoftware.com/pannzer-protein-functional-annotation-server.html,pannzer,,190.0,514.0,319.6
PPTM,0.125,Web tool of novel text-mining method for efficiently retrieving and extracting protein phosphorylation information from literature.,"['Literature and language', 'Protein modifications']",['Post-translation modification site prediction'],[],[],['Web application'],4.0,http://www.mybiosoftware.com/pptm-1-0-literature-mining-of-protein-phosphorylation-using-dependency-parse-trees.html,pptm,,190.0,354.0,255.6
CNVpytor,0.125,CNVpytor is a Python package for CNV/CNA detection and analysis from read depth and allele imbalance in whole genome sequencing.,"['Whole genome sequencing', 'Copy number variation', 'DNA polymorphism']","['Genotyping', 'Copy number variation detection', 'Read depth analysis', 'Visualisation', 'Annotation', 'SNP detection']",[],[],['Library'],0.0,https://pypi.org/project/CNVpytor,cnvpytor,MIT,190.0,225.0,204.0
bioLabeler,0.125,"Extract UMLS concepts from Biomedical texts such as scientific paper abstracts, experiments descriptions or medical notes and can be use to automatically curate and annotate BioMedical Literature.","['Data mining', 'Data management']",['Annotation'],[],[],['Web API'],0.0,https://www.biocatalogue.org/services/3331,biolabeler,,190.0,225.0,204.0
DECRES,0.125,"DEep learning for identifying Cis-Regulatory ElementS is an extension of the Deep Learning Tutorials developped by LISA lab (www.deeplearning.net/tutorial/). Although it is developped for the identification of CREs, it can also be used for other applications.","['Transcriptional regulatory sites', 'Promoters', 'Enhancers']",['Annotation'],[],[],"['Library', 'Script']",32.0,,decres,,190.0,479.0,305.6
Drosophila DNase I footprint database,0.125,Database of transcription factor binding sites created from systematic literature curation and genome annotation of DNase I footprints for Drosophila.,"['Gene expression', 'Nucleic acid sites, features and motifs', 'DNA binding sites', 'Transcription factors and regulatory sites']","['Genome annotation', 'Transcription factor binding site prediction', 'Text annotation', 'Protein binding site prediction']",[],[],['Database portal'],130.0,,drosophila_dnase_i_footprint_database,,190.0,553.0,335.20000000000005
GeSeq,0.125,"Rapid and accurate annotation of organellar genome sequences, in particular chloroplast genomes.","['Sequence sites, features and motifs', 'Phylogenetics', 'Gene transcripts']","['Annotation', 'tRNA gene prediction']","[{'data': {'term': 'sequence', 'uri': 'http://edamontology.org/data_2044'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]",[],['Web application'],530.0,,geseq,,190.0,595.0,352.0
FEELnc,0.125,A tool to annotate long non-coding RNAs from RNA-seq assembled transcripts.,"['Functional, regulatory and non-coding RNA', 'RNA-seq']",['Annotation'],[],[],['Command-line tool'],103.0,,feelnc,GPL-3.0,190.0,543.0,331.20000000000005
KBASE,0.125,"The first large-scale bioinformatics system that enables users to upload their own data, analyze it (along with collaborator and public data), build increasingly realistic models, and share and publish their workflows and conclusions. KBase aims to provide a knowledgebase: an integrated environment where knowledge and insights are created and multiplied.",['Comparative genomics'],['Annotation'],[],[],['Workflow'],11.0,,kbase,,190.0,405.0,276.0
GlobalFungi,0.125,"User interface to data from high-throughput sequencing studies of fungal
communities across terrestrial biomes. Includes sequencing data, sample
locations, sample metadata.","['Agricultural science', 'Biodiversity']","['Annotation', 'Deposition']","[{'data': {'term': 'nucleic acid sequence', 'uri': 'http://edamontology.org/data_2977'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]","[{'data': {'term': 'sequence search results', 'uri': 'http://edamontology.org/data_0857'}, 'format': {'term': 'fasta-html', 'uri': 'http://edamontology.org/format_2310'}}]",['Database portal'],5.0,https://globalfungi.com/,globalfungi,CC-BY-4.0,190.0,364.0,259.6
RATT,0.125,"Transfer annotation from a reference (annotated) genome to an unannotated query genome. It is able to transfer any entry present on a reference sequence, such as the systematic id or an annotator’s notes.","['DNA', 'Assembly']",['Sequence assembly'],[],[],['Command-line tool'],186.0,http://www.mybiosoftware.com/ratt-r18-rapid-annotation-transfer-tool.html,ratt,,190.0,569.0,341.6
CONSORT-TM,0.125,"CONSORT-TM is a corpus annotated with CONSORT checklist items, and studied baseline sentence classification methods as well as their combinations to recognize a subset of these items.","['Natural language processing', 'Preclinical and clinical studies', 'Machine learning']","['Text mining', 'Text annotation']",[],[],['Ontology'],0.0,,consort-tm,,190.0,225.0,204.0
GDSArray,0.125,"GDS files are widely used to represent genotyping or sequence data. The GDSArray package implements the `GDSArray` class to represent nodes in GDS files in a matrix-like representation that allows easy manipulation (e.g., subsetting, mathematical transformation) in _R_. The data remains on disk until needed, so that very large files can be processed.",['Sequencing'],['Annotation'],[],[],['Library'],0.0,https://github.com/Bioconductor/GDSArray,gdsarray,GPL-3.0,190.0,225.0,204.0
CIViCmine,0.125,CIViCmine is a literature-mined database of clinically relevant cancer biomarkers from data from PubMed and Pubmed Central Open Access subset.,"['Natural language processing', 'Biomarkers', 'Data submission, annotation and curation', 'Machine learning', 'Oncology']","['Text mining', 'Text annotation', 'Parsing']",[],[],['Web application'],4.0,https://github.com/jakelever/civicmine,CIViCmine,MIT,190.0,354.0,255.6
GWASTools,0.125,"Classes for storing very large GWAS data sets and annotation, and functions for GWAS data cleaning and analysis.",['GWAS study'],"['Analysis', 'Deposition', 'Annotation']",[],[],"['Command-line tool', 'Library']",79.0,,gwastools,Artistic-2.0,190.0,530.0,326.0
EXTRACT,0.125,"EXTRACT identifies genes/proteins, chemical compounds, organisms, environments, tissues, diseases, phenotypes and Gene Ontology terms mentioned in a given piece of text and maps them to their corresponding ontology/taxonomy entries.",['Natural language processing'],['Text annotation'],"[{'data': {'term': 'text', 'uri': 'http://edamontology.org/data_3671'}}]","[{'data': {'term': 'annotated text', 'uri': 'http://edamontology.org/data_3779'}}]","['Web API', 'Web application', 'Web service']",14.0,,extract,BSD-2-Clause,190.0,421.0,282.4
Clinotator,0.125,"Takes variants as input and queries NCBI eutilities to generate ClinVar Variation Report scoring metrics. The overall goal is to generate annotations of use for given batches of variants to inform clinical interpretation. The metrics include: Clinotator Raw Score, Average Clinical Assertion Age, Clinotator Predicted Significance and eclassification Recommendation.","['Medical informatics', 'Genetic variation']","['Variant classification', 'Sequence database search', 'Annotation']","[{'data': {'term': 'report', 'uri': 'http://edamontology.org/data_2048'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'score', 'uri': 'http://edamontology.org/data_1772'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]",['Command-line tool'],0.0,,clinotator,GPL-3.0,190.0,225.0,204.0
PubRunner,0.125,"Framework which runs on a user defined schedule allowing you to download latest PubMed abstracts, run them through your favorite text mining tool and then uploads the results to public FTP",['Literature and language'],['Text mining'],[],[],"['Command-line tool', 'Library']",3.0,https://hub.docker.com/r/ncbihackathons/pubrunner/,pubrunner,MIT,190.0,330.0,246.0
RDAVIDWebService,0.125,"Tool for retrieving data from DAVID database that offers the main functionalities of the website, including a connectivity to upload gene background lists, or the reports of the submitted information.",['Data acquisition'],"['Query and retrieval', 'Annotation']",[],[],"['Command-line tool', 'Library']",98.0,http://www.bdmg.com.ar,rdavidwebservice,GPL-2.0,190.0,541.0,330.4
NPACT,0.125,Computational and graphical representation tool for gene identification and sequence annotation. Identifies sequence segments of any length with statistically-significant 3-base compositional periodicities and associated with ORF structures .,"['Model organisms', 'Nucleic acid sites, features and motifs', 'DNA']","['Annotation', 'Nucleic acid sequence analysis']",[],[],['Command-line tool'],1.0,http://www.mybiosoftware.com/npact-n-profile-analysis-computational-tool.html,npact,,190.0,271.0,222.4
figureComposer,0.125,figureComposer is a web-based interactive multi-panel bio-infographic designing tool,"['Imaging', 'Proteomics experiment', 'Sequence assembly']","['Visualisation', 'Text annotation', 'Formatting']",[],[],['Web application'],0.0,https://github.com/baohongz/figureComposer,figurecomposer,,190.0,225.0,204.0
medical relation extraction,0.125,"A general approach for improving deep learning-based medical relation extraction using a pre-trained model and fine-tuning.

The depository support training and testing BERT-CNN model on three medical relation extraction corpora: BioCreative V CDR task corpus, traditional Chinese medicine literature corpus, and i2b2 temporal relation corpus.

This is an implementation of BERT-CNN model used in our paper ""A General Approach for Improving Deep Learning-based Medical Relation Extraction using a Pre-trained Model and Fine-tuning"".","['Natural language processing', 'Machine learning', 'Medicine']","['Text annotation', 'Information extraction', 'Relation extraction']",[],[],['Command-line tool'],2.0,,medical_relation_extraction,MIT,190.0,305.0,236.0
VastDB,0.125,An atlas of alternative splicing profiles in vertebrate cell and tissue types,"['RNA splicing', 'RNA-seq']","['RNA-Seq analysis', 'Annotation', 'Gene expression comparison']","[{'data': {'term': 'gene identifier', 'uri': 'http://edamontology.org/data_1025'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]","[{'data': {'term': 'database search results', 'uri': 'http://edamontology.org/data_2080'}, 'format': {'term': 'map format', 'uri': 'http://edamontology.org/format_2060'}}]",['Database portal'],74.0,,vastdb,Freeware,190.0,528.0,325.20000000000005
Genome3D,0.125,"integrating a collaborative data pipeline to expand the depth and breadth of consensus protein structure annotation.

Genome3D Annotating Genomes with Structures.

Search Genome3D find structural annotations for your proteins.

Tool to interact with the Genome3D API.

Genome3D provides consensus structural annotations and 3D models for sequences from model organisms, including human. These data are generated by several UK based resources in the Genome3D consortium: SCOP, CATH, SUPERFAMILY, Gene3D, FUGUE, THREADER, PHYRE.

The tool genome3d-api aims to make communicating with the Genome3D API as convenient as possible. However, since the API has been defined using OpenAPI standards, you should be able to point any OpenAPI compatible client to the following specification:","['Workflows', 'Model organisms', 'Proteomics', 'Sequence analysis']","['Database search', 'Data retrieval', 'Text annotation', 'Fold recognition']",[],[],['Command-line tool'],3.0,https://uclorengogroup.github.io/genome3d-openapi-client/,Genome3D,GPL-3.0,190.0,330.0,246.0
RVDB-prot,0.125,reference viral protein database and its HMM profiles.,"['Sequence sites, features and motifs', 'Proteins', 'Virology', 'Workflows', 'Metagenomics']","['Clustering', 'Expression analysis', 'Database search', 'Text annotation', 'Sequence comparison']",[],[],[],2.0,https://rvdb-prot.pasteur.fr/,rvdb-prot,,190.0,305.0,236.0
AnnotationFilter,0.125,"It provides class and other infrastructure to implement filters for manipulating Bioconductor annotation resources. The filters will be used by ensembldb, Organism.dplyr, and other packages.","['Data submission, annotation and curation']",['Annotation'],[],[],['Library'],0.0,https://github.com/Bioconductor/AnnotationFilter,annotationfilter,Artistic-2.0,190.0,225.0,204.0
CAGEfightR,0.125,"It is an R/Bioconductor package for performing a wide range of common CAGE data analysis tasks. Core functionality includes: import of CAGE TSSs (CTSSs), tag (or unidirectional) clustering for TSS identification, bidirectional clustering for enhancer identification, annotation with transcript and gene models, calculation of TSS shapes and quantification of CAGE expression as expression matrices.","['Gene expression', 'Sequencing', 'Transcriptomics', 'Gene regulation']",['Annotation'],[],[],['Library'],0.0,https://github.com/MalteThodberg/CAGEfightR,cagefightr,GPL-3.0,190.0,225.0,204.0
DASiR,0.125,R package for programmatic retrieval of information from DAS servers.,['Computer science'],"['Service management', 'Data handling', 'Annotation']","[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]","[{'data': {'term': 'ontology data', 'uri': 'http://edamontology.org/data_2353'}, 'format': {'term': 'graph format', 'uri': 'http://edamontology.org/format_3617'}}]","['Command-line tool', 'Plug-in']",1245.0,http://bioconductor.org/,dasir,,190.0,614.0,359.6
BIOR,0.125,"Biological Repository is a toolkit and set of catalogs to retrieve genomic annotation for variants, genes, diseases, conditions, genetic tests, and drugs.","['Genetics', 'Data submission, annotation and curation', 'Genomics']",['Annotation'],[],[],['Command-line tool'],42.0,http://www.mybiosoftware.com/bior-2-2-1-rapid-flexible-system-for-genomic-annotation.html,bior,,190.0,497.0,312.8
oneSENSE,0.125,"A graphical user interface that facilitates the dimensional reduction method based on the t-distributed stochastic neighbor embedding (t-SNE) algorithm, for categorical analysis of mass cytometry data.",['Biology'],['Annotation'],[],[],['Library'],40.0,http://bioconductor.org/packages/oneSENSE/,onesense,GPL-3.0,190.0,495.0,312.0
cdfread,0.125,A simple reader of mass spectra in netCDF.,['Proteomics experiment'],"['Chromatogram visualisation', 'Annotation', 'Mass spectrum visualisation', 'Parsing']","[{'data': {'term': 'mass spectrometry spectra', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'netcdf', 'uri': 'http://edamontology.org/format_3650'}}]","[{'data': {'term': 'mass spectrometry spectra', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'netcdf', 'uri': 'http://edamontology.org/format_3650'}}]",['Command-line tool'],0.0,http://ms-utils.org,cdfread,,190.0,225.0,204.0
treeio,0.125,"Base classes and functions for parsing and exporting phylogenetic trees. This package supports parsing analysis findings from commonly used software packages, allows linking external data to phylogeny and merging tree data obtained from different sources. It also supports exporting phylogenetic tree with heterogeneous associated data to a single tree file.",['Phylogenetics'],['Annotation'],[],[],['Library'],15.0,https://guangchuangyu.github.io/software/treeio,treeio,Artistic-2.0,190.0,424.0,283.6
