Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
picky,0.117,A pipeline for detecting structural variants from third generation long read sequencing data (works on Oxford Nanopore and PacBio).,"['Oncology', 'Sequencing', 'Workflows', 'Sequence analysis', 'Genetic variation']",['Command-line tool'],2.0,,https://bio.tools/picky,2872.0,2549.0,2742.8
archr,0.117,ArchR is a full-featured R package for processing and analyzing single-cell ATAC-seq data. ArchR provides the most extensive suite of scATAC-seq analysis tools of any software available. Maybe licensed under GPL>=2.,"['Chromosome conformation capture', 'Transcriptomics', 'Gene transcripts', 'Transcription factors and regulatory sites', 'Mapping']",['Library'],0.0,https://github.com/GreenleafLab/ArchR,https://bio.tools/archr,2872.0,2330.0,2655.2
servertell,0.117,Display information about a public server.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/servertell,2872.0,4502.0,3524.0
biojs-io-newick,0.117,Parses newick and extended newick strings(nhx) into JSON.,['Data visualisation'],['Library'],61.0,,https://bio.tools/biojs-io-newick,2872.0,3597.0,3162.0
logiqa,0.117,A database dedicated to long-range genome interactions quality assessment.,"['Data quality management', 'Molecular interactions, pathways and networks', 'Genomics']",['Database portal'],2.0,,https://bio.tools/logiqa,2872.0,2549.0,2742.8
bedtk,0.117,"Bedtk is a set of simple tools to process BED files. It so far implements intersection, subtraction, sorting, merging and computing the breadth of coverage.",[],[],0.0,,https://bio.tools/bedtk,2872.0,2330.0,2655.2
pedican,0.117,An online gene resource for pediatric cancers with literature evidence.,"['Human biology', 'Oncology', 'Genetics', 'DNA structural variation']",['Database portal'],6.0,,https://bio.tools/pedican,2872.0,2798.0,2842.4
broccoli,0.117,"combining phylogenetic and network analyses for orthology assignment.

orthology assignment using phylogenetic and network analyses.

Broccoli, a user-friendly pipeline designed to infer with high precision orthologous groups and pairs of proteins using a phylogeny-based approach. Briefly, Broccoli performs ultra-fast phylogenetic analyses on most proteins and builds a network of orthologous relationships. Orthologous groups are then identified from the network using a parameter-free machine learning algorithm (label propagation). Broccoli is also able to detect chimeric proteins resulting from gene-fusion events and to assign these proteins to the corresponding orthologous groups","['Workflows', 'Proteomics', 'Machine learning', 'Phylogenetics']",[],1.0,,https://bio.tools/broccoli,2872.0,2456.0,2705.6000000000004
distild,0.117,Diseases and traits in linkage disequilibrium (LD) blocks. Data from HapMap Project is used to partition chromosomal regions which are associated with a disease into LD blocks. This allows researchers to answer the question of which SNPs associated with diseases are in LD with a gene of interest?,"['Pathology', 'GWAS study', 'DNA polymorphism', 'DNA', 'Mapping']",['Database portal'],17.0,,https://bio.tools/distild,2872.0,3140.0,2979.2
bsgenome,0.117,Infrastructure shared by all the Biostrings-based genome data packages.,"['Data management', 'Sequence analysis']","['Command-line tool', 'Library']",671.0,,https://bio.tools/bsgenome,2872.0,4332.0,3456.0
bat detective,0.117,"Passive acoustic sensing has emerged as a powerful tool for quantifying anthropogenic impacts on biodiversity, especially for echolocating bat species. This tool helps better assess bat population trends accurately and allow the detection and classification of bat calls in large collections of audio recordings.","['Zoology', 'Ecology', 'Machine learning']",['Web application'],7.0,,https://bio.tools/bat detective,2872.0,2839.0,2858.8
beanmine,0.117,A mine with common bean data from the Legume Info tripal.chado database,"['Data management', 'Proteomics', 'Genomics']","['Web application', 'Web service', 'Database portal']",122.0,https://registry.intermine.org,https://bio.tools/beanmine,2872.0,3841.0,3259.6000000000004
ms-gf+,0.117,A tool which performs peptide identification by scoring MS/MS spectra against peptides derived from a protein sequence database.,"['Statistics and probability', 'Proteomics', 'Proteomics experiment']",['Command-line tool'],525.0,http://ms-utils.org,https://bio.tools/ms-gf+,2872.0,4203.0,3404.4
decomptumor2sig,0.117,"R package for identification of mutational signatures active in individual tumors. It decomposes an individual tumor genome into a given set of Alexandrov-type or Shiraishi-type signatures, thus quantifying the contribution of the corresponding mutational processes to the somatic mutations identified in the tumor.","['Genetic variation', 'Oncology', 'Sequencing']",['Library'],6.0,https://github.com/rmpiro/decompTumor2Sig/issues,https://bio.tools/decomptumor2sig,2872.0,2798.0,2842.4
pymia,0.117,"A Python package for data handling and evaluation in deep learning-based medical image analysis.

pymia is an open-source Python (py) package for deep learning-based medical image analysis (mia). The package addresses two main parts of deep learning pipelines: data handling and evaluation. The package itself is independent of the deep learning framework used but can easily be integrated into TensorFlow and PyTorch pipelines. Therefore, pymia is highly flexible, allows for fast prototyping, and reduces the burden of implementing data handling and evaluation. Founded, actively developed and maintained, by Fabian Balsiger and Alain Jungo.","['Machine learning', 'Workflows', 'Tomography', 'Medical imaging']",[],0.0,,https://bio.tools/pymia,2872.0,2330.0,2655.2
readqpcr,0.117,The package provides functions to read raw RT-qPCR data of different platforms.,['PCR experiment'],"['Command-line tool', 'Library']",76.0,http://www.bioconductor.org/packages/release/bioc/html/ReadqPCR.html,https://bio.tools/readqpcr,2872.0,3673.0,3192.4
skinsensdb,0.117,Curated database for skin sensitization assays.,"['Physiology', 'Cheminformatics', 'Structure analysis', 'Synthetic chemistry']",['Database portal'],3.0,,https://bio.tools/skinsensdb,2872.0,2628.0,2774.4
zebrafishmine,0.117,"ZebrafishMine is powered by the InterMIne data warehouse system, and integrates biological data sets from multiple sources.
It currently includes updates of data from ZFIN, the zebrafish model organism database. There is also data from the Panther database.","['Data management', 'Proteomics', 'Genomics']","['Web application', 'Web service', 'Database portal']",122.0,https://registry.intermine.org,https://bio.tools/zebrafishmine,2872.0,3841.0,3259.6000000000004
agcoh,0.117,"The Atlas of Genetics and Cytogenetics in Oncology and Haematology is a peer-reviewed internet journal/encyclopaedia/database focused on genes implicated in cancer, cytogenetics and clinical entities in cancer and cancer-prone hereditary diseases. The main goal of the Atlas is to provide review articles that describe complementary topics, namely, genes, genetic abnormalities, histopathology, clinical diagnoses and a large iconography.","['Medicine', 'Biology']",['Database portal'],117.0,,https://bio.tools/agcoh,2872.0,3802.0,3244.0
bioentity2vec,0.117,"Bioentity2vec is a method for representing bioentities, which integrates information about the attributes and behaviors of a bioentity.","['Pathology', 'Machine learning', 'Physics', 'Systems biology']",['Script'],0.0,,https://bio.tools/bioentity2vec,2872.0,2330.0,2655.2
simextargid,0.117,Comprehensive package for real-time LC-MS data acquisition and analysis.,"['Metabolomics', 'Data acquisition', 'Mass spectrometry', 'Structural biology']",['Library'],1.0,,https://bio.tools/simextargid,2872.0,2456.0,2705.6000000000004
genbank_to_gene,0.117,Convert a Genbank file into the .ffn (gene) file.,"['Data management', 'Sequencing']",['Web application'],523.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/fmareuil/genbank_to_gene/genbank_to_gene/0.0.2,https://bio.tools/genbank_to_gene,2872.0,4202.0,3404.0
trimspace,0.117,Remove extra whitespace from an ASCII text file.,['Data management'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/trimspace,2872.0,4502.0,3524.0
dolphinnext,0.117,DolphinNext is a web server for distributed data processing of high throughput genomics.,"['Sequencing', 'Workflows']","['Web application', 'Suite']",0.0,https://github.com/UMMS-Biocore/dolphinnext,https://bio.tools/dolphinnext,2872.0,2330.0,2655.2
hypoxiadb,0.117,Manually-curated non-redundant catalogue of human hypoxia-regulated proteins with a goal of collecting proteins whose expression patterns are altered in hypoxic conditions.,"['Data submission, annotation and curation', 'Proteins']",['Database portal'],15.0,,https://bio.tools/hypoxiadb,2872.0,3090.0,2959.2
rmat,0.117,"This package is an R version of the package MAT and contains functions to parse and merge Affymetrix BPMAP and CEL tiling array files (using C++ based Fusion SDK and BioConductor package affxparser), normalize tiling arrays using sequence specific models, detect enriched regions from ChIP-chip experiments.",['ChIP-seq'],"['Command-line tool', 'Library']",20.0,http://www.rglab.org,https://bio.tools/rmat,2872.0,3208.0,3006.4
prophecy,0.117,Profiling of phenotypic characteristics in yeast.,['Phenomics'],['Database portal'],17.0,,https://bio.tools/prophecy,2872.0,3140.0,2979.2
lymphoatlas,0.117,"A dynamic and integrated phosphoproteomic resource of TCR signaling in primary T cells reveals ITSN2 as a regulator of effector functions.

Shiny application to visualise phospho-kinetics upon TCR activation.","['Cell biology', 'Protein expression', 'Sequence analysis', 'Immunoproteins and antigens', 'Transcription factors and regulatory sites']",['Web application'],0.0,https://github.com/mlocardpaulet/LymphoAtlas_App,https://bio.tools/lymphoatlas,2872.0,2330.0,2655.2
ensembl genomes,0.117,"A system for the annotation, analysis and display of vertebrate genomes and for bacteria, protists, fungi, plants and invertebrate metazoa.",['Genomics'],['Database portal'],240.0,,https://bio.tools/ensembl genomes,2872.0,4011.0,3327.6000000000004
biojs-io-graduates,0.117,Graduate parser for BioJS.,"['Data visualisation', 'Data management']",['Library'],1.0,,https://bio.tools/biojs-io-graduates,2872.0,2456.0,2705.6000000000004
extended circadian harmonic oscillators (echo),0.117,"An Application for Detection and Analysis of Oscillators Identifies Metabolic Regulation on Genome-Wide Circadian Output | An application to find and visualize circadian rhythms in time course data using extended harmonic oscillators | Finding Rhythms Using Extended Circadian Harmonic Oscillators (ECHO) | Provides a function (echo_find()) designed to find rhythms from data using extended harmonic oscillators. For more information, see H. De los Santos et al. (2017) <doi:10.1145/3107411.3107420>  | This is the first step in the PAICE (Pipeline for Amplitude Integration of Circadian Exploration) Suite! This suite of tools provides high-throughput applications for circadian, ultradian, and infradian rhythms | ECHO (Extended Circadian Harmonic Oscillators) is an R-powered application designed to find and visualize circadian rhythms from your data using extended harmonic oscillators | Use and First-Time Set-Up Instructions","['Molecular interactions, pathways and networks', 'Biology', 'Endocrinology and metabolism']",['Library'],0.0,https://cran.r-project.org/web/packages/echo.find/index.html,https://bio.tools/extended circadian harmonic oscillators (echo),2872.0,2330.0,2655.2
shrimpgpat,0.117,Gene and protein annotation tool for knowledge sharing and gene discovery in shrimp.,"['Data submission, annotation and curation', 'Zoology', 'Genetics', 'Proteins']",['Web application'],4.0,,https://bio.tools/shrimpgpat,2872.0,2692.0,2800.0
metenp,0.117,"An R package and web application for metabolomics enrichment and pathway analysis in Metabolomics Workbench.

Metabolite enrichment analysis and their associated enriched pathways.

MetENP is a R package that enables detection of significant metabolites from metabolite information (names or names and concentration along with metadata information) and provides.","['Metabolomics', 'Genotype and phenotype', 'Workflows', 'Molecular interactions, pathways and networks', 'Small molecules']",['Library'],0.0,,https://bio.tools/metenp,2872.0,2330.0,2655.2
rana-seq,0.117,"RaNA-Seq is an open bioinformatics tool for the quick analysis of RNA-Seq data. It performs a full analysis in minutes quantifying FASTQ files, calculating quality control metrics, running differential expression analyses and enabling the interpretation of results with functional analyses. Our analysis pipeline integrates cutting edge bioinformatics tools and simplify its application with a friendly Web interface designed for non-experienced users in these analyses. Each analysis can be customized setting up input parameters and applies generally accepted and reproducible protocols. Analysis results are presented as interactive graphics and reports, ready for their interpretation and publication.","['Bioinformatics', 'RNA-Seq', 'Workflows', 'Gene expression']",[],0.0,,https://bio.tools/rana-seq,2872.0,2330.0,2655.2
2d-page,0.117,2D-PAGE database.,['Proteomics'],['Database portal'],25.0,,https://bio.tools/2d-page,2872.0,3282.0,3036.0
plasmidhawk,0.117,"Alignment-based Lab-of-Origin Prediction of Synthetic Plasmids.

A pan-genome based lab-of-origin prediction of engineered DNA.","['Synthetic biology', 'Machine learning', 'DNA']",[],0.0,,https://bio.tools/plasmidhawk,2872.0,2330.0,2655.2
gbol,0.117,"The Empusa code generator and its application to GBOL.

GBOL; Genome Biology Ontology Language.

To enable interoperability of genome annotations, we have developed the Genome Biology Ontology Language (GBOL) and associated stack (GBOL stack).

A group is a collection of several projects.

If you organize your projects under a group, it works like a folder.","['Genomics', 'Ontology and terminology', 'Model organisms', 'Cell biology']",['Ontology'],1.0,http://www.gitlab.com/GBOL,https://bio.tools/gbol,2872.0,2456.0,2705.6000000000004
simple muscle architecture analysis,0.117,An ImageJ macro tool to automate measurements in B-mode ultrasound scans.,"['Human biology', 'Echography', 'Workflows']",[],0.0,,https://bio.tools/simple muscle architecture analysis,2872.0,2330.0,2655.2
biojs-vis-inchlib,0.117,Interactive Cluster Heatmap library.,"['Data submission, annotation and curation', 'Gene expression']",['Library'],1.0,,https://bio.tools/biojs-vis-inchlib,2872.0,2456.0,2705.6000000000004
sinimin,0.117,"Network-guided search for genetic heterogeneity between gene pairs.

This repository contains the code for the Significant Network Interval Mining approach, short SiNIMin, and its permutation-testing based counterpart SiNIMin-WY. The methods are described in Network-guided detection of candidate intervals that exhibit genetic heterogeneity (under review).","['Protein interaction experiment', 'Protein interactions', 'DNA polymorphism', 'Genotype and phenotype', 'Statistics and probability']",[],0.0,,https://bio.tools/sinimin,2872.0,2330.0,2655.2
invacost,0.117,"Analysing global economic costs of invasive alien species with the invacost R package.

The invacost R Package: Global Costs of Biological Invasions.

Leroy B, Kramer A, Courchamp C, VaissiÃ¨re AC & Diagne C 03/12/2020.

This approach is generalisable to any subset of the InvaCost database, regardless of data quantity. However, it does not account for the temporal dynamics of costs, and may thus underestimate the costs of invasions, especially for recent years for which we likely have incomplete data.","['Statistics and probability', 'Ecology', 'Agricultural science']",['Library'],0.0,,https://bio.tools/invacost,2872.0,2330.0,2655.2
pertinint,0.117,PertInInt is a tool using an integrative approach uncovers genes with perturbed interactions in cancers. The tool enables rapid uncovering of significantly somatically mutated protein functional regions. The goal of the analytical PertInInt method is to rapidly uncover proteins with significant enrichments of somatic Perturbations In Interaction and other functional sites.,"['Genetic variation', 'Oncology', 'Molecular interactions, pathways and networks']",[],0.0,,https://bio.tools/pertinint,2872.0,2330.0,2655.2
pangia,0.117,"A Metagenomics Analytical Framework for Routine Biosurveillance and Clinical Pathogen Detection.

The bioinformatics pipeline leverages BWA/Minimap2 to identify ‘where’ reads belong to provides taxonomy identification specific to strain-level. Other than community profiling, PanGIA uses two approaches to obtain a metric of confidence, one that relies on uniqueness of sequences and the other one that relies on comparing test samples with control samples (organism-basis).","['Sequencing', 'Microbial ecology', 'Workflows', 'Taxonomy', 'Metagenomics']",[],0.0,https://github.com/mriglobal/PanGIA,https://bio.tools/pangia,2872.0,2330.0,2655.2
vikngs,0.117,"A C ++ Variant Integration Kit for Next Generation Sequencing Association Analysis.

Documentation for VikNGS — VikNGS 0.0.1 documentation.

Free document hosting provided by Read the Docs","['Bioinformatics', 'Genotype and phenotype', 'Sequencing']",[],0.0,,https://bio.tools/vikngs,2872.0,2330.0,2655.2
uap,0.117,"Universal Analysis Pipeline - A python tool for controlled and coordinated data analysis.

The uap package is a framework to configure, run, and control large data multi-step analyses. Its main focus is on the analysis of high-throughput sequencing data.","['Bioinformatics', 'Sequencing', 'Workflows', 'Gene expression']",[],0.0,,https://bio.tools/uap,2872.0,2330.0,2655.2
kmap,0.117,"KAUST Metagenomic Analysis Platform (KMAP), Enabling Access to Massive Analytics of Re-Annotated Metagenomic Data.

Custom BLAST server provided by SequenceServer (http://www.sequenceserver.com).

Supplementary Table 1, Gene Catalogs, ENA Project Ids, Links to GITs and KMAP Annotations.

KAUST Metagenomic Analysis Platform.","['Proteomics', 'Microbial ecology', 'Molecular interactions, pathways and networks', 'Metagenomic sequencing', 'Metagenomics']",['Web service'],0.0,http://www.cbrc.kaust.edu.sa/aamg/KMAP_Data/,https://bio.tools/kmap,2872.0,2330.0,2655.2
bagel,0.117,BActeriocin GEnome mining tooL (BAGEL) identifies putative bacteriocin ORFs (antimicrobial peptides)  based on a database containing information about known bacteriocins and adjacent genes involved in bacteriocin activity.,"['Gene regulation', 'Gene and protein families', 'Database management', 'Small molecules', 'Genomics']",['Web application'],92.0,,https://bio.tools/bagel,2872.0,3733.0,3216.4
hmst-seq-analyzer,0.117,"A new python tool for differential methylation and hydroxymethylation analysis in various DNA methylation sequencing data.

DNA methylation (5mC) and hydroxymethylation (5hmC) are chemical modifications of cytosine bases which play a crucial role in epigenetic gene regulation.","['Epigenetics', 'Methylated DNA immunoprecipitation', 'Workflows', 'DNA', 'Gene expression']",['Library'],0.0,,https://bio.tools/hmst-seq-analyzer,2872.0,2330.0,2655.2
skimmr,0.117,"Facilitating knowledge discovery in life sciences by machine-aided skim reading.

SKIMMR - a research prototype for machine-aided skim reading (includes back-end code for generating a graph-like knowledge base from texts and a standalone HTTP server-based UI)","['Pathology', 'Biology', 'Ontology and terminology', 'Medical imaging', 'Natural language processing']",[],0.0,,https://bio.tools/skimmr,2872.0,2330.0,2655.2
toast,0.117,"Transcriptome Ortholog Alignment Sequence Tools (TOAST) for phylogenomic dataset assembly.

A Discovery Environment to Explore Multiple Plant Biology Spaceflight Experiments.

We introduce TOAST, open source software designed to help you use BUSCO to effectively harness public data, visualize missing data patterns, and assemble multiple sequence alignments.

With over 30,000 species, it is an understatement to say that there is much to discover about the diversity of fishes.","['Proteomics', 'Phylogenomics', 'RNA-Seq', 'Transcriptomics', 'Plant biology']",[],0.0,https://astrobiology.botany.wisc.edu/astrobotany-toast,https://bio.tools/toast,2872.0,2330.0,2655.2
formatomatic,0.117,"This tool creates infiles for several population genetic analysis programs from csv, genepop or convert* (excel) files. It only handles diploid microsatellite data for now.","['Data management', 'Population genetics']",['Desktop application'],0.0,http://www.mybiosoftware.com/formatomatic-0-8-1-population-genetic-file-creator-converter.html,https://bio.tools/formatomatic,2872.0,2330.0,2655.2
cancermine,0.117,"Literature-mined resource for drivers, oncogenes and tumor suppressors in cancer.","['Oncology', 'Machine learning', 'Natural language processing']","['Web application', 'Database portal']",0.0,https://github.com/jakelever/cancermine,https://bio.tools/cancermine,2872.0,2330.0,2655.2
tgex,0.117,"Genome analysis and knowledge-driven variant interpretation with TGex.

· Rapid and accurate phenotype-driven variant prioritization.

· Automated ACMG/ClinGen variant classification.

· Comprehensive evidence collection & reporting.

整合超过120个关键数据来源，GeneCards® Suite信息数据库通过突出基因和表型之间的关联、提供即时评估的支持证据以及自动生成案例报告的方式进行您的新一代测序分析。.

如果您需要在防火墙内安装，只需要将TGex集成到您的商业数据库和内部及外部数据源即可。根据您的自有测序数据创建属于自己的内部专属数据库。.

通过简单易且配有灵活的交互式过滤工具和注释的强大用户界面浏览和发现关键基因体变异体。.","['Exome sequencing', 'Whole genome sequencing', 'Genotype and phenotype', 'Workflows', 'Genomics']",[],0.0,https://tgex-app.genecards.org/,https://bio.tools/tgex,2872.0,2330.0,2655.2
ssif,0.117,Subsumption-based Sub-term Inference Framework to audit Gene Ontology.,"['Cell biology', 'Ontology and terminology', 'Bioinformatics', 'Molecular interactions, pathways and networks', 'Small molecules']",[],0.0,,https://bio.tools/ssif,2872.0,2330.0,2655.2
omero-lib,0.117,"Efficient data management infrastructure for the integration of imaging and omics data in life science research.

Abstract As technical developments in omics and biomedical imaging drive the increase in quality, modality, and throughput of data generation in life sciences, the need for information systems capable of integrative, long-term storage and management of these heterogeneous digital assets is also increasing. Here, we propose an approach based on principles of Service Oriented Architecture design, to allow the integrated management and analysis of multi-omics and biomedical imaging data. The proposed architecture introduces an interoperable image management system, the OMERO server, into the backend of qPortal, a FAIR-compliant web-based platform for omics data management.","['Medical imaging', 'Data management', 'Plant biology', 'Tomography', 'Light microscopy']",['Command-line tool'],0.0,,https://bio.tools/omero-lib,2872.0,2330.0,2655.2
mitozoa,0.117,A curated mitochondrial genome database of metazoans for comparative genomics studies.,['Evolutionary biology'],['Database portal'],38.0,,https://bio.tools/mitozoa,2872.0,3451.0,3103.6000000000004
prn,0.117,Preprints of the R-fMRI Network. A community funded preprint hosting service. Provides free-submission and free hosting of manuscripts for resting state functional magnetic resonance imaging (R-fMRI) and neuroscience related studies.,"['NMR', 'MRI', 'Neurobiology']",['Web application'],0.0,,https://bio.tools/prn,2872.0,2330.0,2655.2
bioafmviewer,0.117,BioAFMviewer is an interactive interface for simulated atomic force microscopy scanning of biomolecular structures and dynamics,"['Imaging', 'Mathematics', 'Molecular interactions, pathways and networks', 'Biomolecular simulation', 'Structure analysis']",['Desktop application'],0.0,,https://bio.tools/bioafmviewer,2872.0,2330.0,2655.2
zincpharmer,0.117,"ZINCPharmer is webserver for screening the purchasable subset of the ZINC database (updates occur monthly). ZINCPharmer can import LigandScout and MOE pharmacophore definitions, as well as identify pharmacophore features directly from a molecular structure.","['Drug discovery', 'Database management', 'Molecular interactions, pathways and networks', 'Small molecules', 'Protein structural motifs and surfaces']",['Web application'],115.0,,https://bio.tools/zincpharmer,2872.0,3797.0,3242.0
flowcal,0.117,"A Python package that can be used to calibrate flow cytometry data as well as automatically gate data, calculate common statistics, and produce publication quality plots.","['Cell biology', 'Gene expression']",['Plug-in'],32.0,https://github.com/taborlab/FlowCal/issues,https://bio.tools/flowcal,2872.0,3389.0,3078.8
locusexplorer,0.117,A data visualization and exploration tool for genetic association data.,"['Data submission, annotation and curation', 'Data visualisation', 'Genetics']",['Library'],4.0,,https://bio.tools/locusexplorer,2872.0,2692.0,2800.0
econtact,0.117,ECONTACT (Energetic CONTributions of Amino acid residues and its possible Cross-Talk) is an approach to identify potential cross-talks between amino acid residues of protein pocket involved in ligand binding. This approach utilizes per-residue energy terms derived from multiple protein-ligand complexes as variables for principal component analysis (PCA) and identifies top cross-talks which can be tested in any protein-ligand complex.,"['Molecular dynamics', 'Protein interactions', 'Small molecules', 'Molecular modelling', 'Transcription factors and regulatory sites']",['Script'],0.0,,https://bio.tools/econtact,2872.0,2330.0,2655.2
bubastis,0.117,"An ontology change tool which is able to analyse two ontologies (typically two versions of the same ontology) to highlight logical changes which have occurred and to present these changes in more or less detail, as required.","['Data governance', 'Ontology and terminology', 'Natural language processing', 'Gene expression']",['Web application'],176.0,,https://bio.tools/bubastis,2872.0,3936.0,3297.6000000000004
geneweaver,0.117,"Curated repository of genomic experimental results with an accompanying tool set for dynamic integration of these data sets, enabling users to interactively address questions about sets of biological functions and their relations to sets of genes.","['Experimental design and studies', 'Microarray experiment', 'Genotype and phenotype', 'Model organisms', 'Molecular interactions, pathways and networks']",['Database portal'],56.0,,https://bio.tools/geneweaver,2872.0,3565.0,3149.2
spikeforest,0.117,"reproducible web-facing ground-truth validation of automated neural spike sorters.

Spike sorting is a crucial but time-intensive step in electrophysiological studies of neuronal activity. While there are many popular software packages for spike sorting, there is little consensus about which are the most accurate under different experimental conditions. SpikeForest is an open-source and reproducible software suite that benchmarks the performance of automated spike sorting algorithms across an extensive, curated database of electrophysiological recordings with ground truth, displaying results interactively on a continuously-updating website. With contributions from over a dozen participating laboratories, our database currently comprises 650 recordings (1.3 TB total size) with around 35,000 ground-truth units","['Workflows', 'Probes and primers', 'Neurobiology']",[],0.0,,https://bio.tools/spikeforest,2872.0,2330.0,2655.2
spdi,0.117,Data Model for Variants and Applications at NCBI.,"['Sequencing', 'Mapping', 'Protein variants', 'Genetic variation', 'Sequence assembly']",['Web API'],0.0,,https://bio.tools/spdi,2872.0,2330.0,2655.2
arraytrack,0.117,"This tool provides an integrated solution for managing, analyzing, and interpreting microarray gene expression data. Specifically, it is MIAME (Minimum Information About A Microarray Experiment)-supportive for storing both microarray data and experiment parameters associated with a pharmacogenomics or toxicogenomics study.","['Toxicology', 'Microarray experiment', 'Pharmacogenomics', 'Gene expression']",['Web application'],178.0,,https://bio.tools/arraytrack,2872.0,3939.0,3298.8
coconut,0.117,"COlleCtion of Open Natural prodUcTs (COCONUT): an aggregated dataset of elucidated and predicted NPs collected from open sources and a web interface to browse, search and easily and quickly download ntural products (NPs). NPs are small molecules produced by living organisms with potential applications in pharmacology and other industries as many of them are bioactive. This potential raised great interest in NP research around the world and in different application fields, therefore, over the years a multiplication of generalistic and thematic NP databases has been observed.","['Pharmacology', 'Small molecules', 'Molecular biology', 'Medicinal chemistry', 'Compound libraries and screening']","['Database portal', 'Web API']",0.0,https://github.com/mSorok/COCONUT,https://bio.tools/coconut,2872.0,2330.0,2655.2
genomicus-tunicates,0.117,"Genomicus-tunicates is a genome browser that enables users to navigate in tunicates genomes in several dimensions: linearly along chromosome axes, transversaly across different species, and chronologicaly along evolutionary time. It uses ANISEED (https://www.aniseed.cnrs.fr) database.","['Phylogenomics', 'Gene and protein families', 'Model organisms', 'Comparative genomics', 'Paleogenomics', 'Evolutionary biology', 'Genomics']","['Web application', 'Database portal']",22.0,https://www.genomicus.biologie.ens.fr/genomicus,https://bio.tools/genomicus-tunicates,2872.0,3239.0,3018.8
pyoif,0.117,"Computational tool for modelling of multi-cell flows in complex geometries.

A user ready, well documented software package PyOIF contains an implementation of a robust validated computational model for cell flow modelling. The software is capable of simulating processes involving biological cells immersed in a fluid. The examples of such processes are flows in microfluidic channels with numerous applications such as cell sorting, rare cell isolation or flow fractionation. Besides the typical usage of such computational model in the design process of microfluidic devices, PyOIF has been used in the computer-aided discovery involving mechanical properties of cell membranes. With this software, single cell, many cell, as well as dense cell suspensions can be simulated. Many cell simulations include cell-cell interactions and analyse their effect on the cells","['Cell biology', 'Imaging', 'Protein expression', 'Molecular dynamics', 'Computer science']",[],0.0,,https://bio.tools/pyoif,2872.0,2330.0,2655.2
bio.tools,0.117,The community registry of computational tools and data resources for biosciences.,"['Bioinformatics', 'Data submission, annotation and curation', 'Ontology and terminology', 'Computational biology']","['Web API', 'Web application', 'Database portal']",55.0,https://biotools.readthedocs.io/en/latest/support.html?highlight=help,https://bio.tools/bio.tools,2872.0,3557.0,3146.0
snr,0.117,Visualization tool for large scale RNA-Seq data.,"['RNA-seq', 'Imaging', 'Gene expression']",['Command-line tool'],0.0,,https://bio.tools/snr,2872.0,2330.0,2655.2
curatedadipoarray,0.117,curatedAdipoArray is a curated dataset of Microarrays samples. The samples are MDI- induced pre-adipocytes (3T3-L1) at different time points/stage of differentiation under different types of genetic (knockdown/overexpression) and pharmacological (drug treatment) perturbations. The package documents the data collection and processing.,"['Microarray experiment', 'Epigenetics', 'Pharmacology', 'Functional, regulatory and non-coding RNA', 'Gene expression']",['Library'],0.0,https://github.com/MahShaaban/curatedAdipoArray,https://bio.tools/curatedadipoarray,2872.0,2330.0,2655.2
quantest,0.117,Protein multiple sequence alignment benchmarking through secondary structure prediction.,"['Data quality management', 'Structure prediction', 'Nucleic acid structure analysis']",['Command-line tool'],7.0,,https://bio.tools/quantest,2872.0,2839.0,2858.8
adjustpkl,0.117,A tool for adjusting mass spectrometry peaks in PKL file. User can decide whether to shift all spectra or just a single one of the file.,"['Data visualisation', 'Proteomics experiment', 'Data quality management']",['Desktop application'],0.0,http://ms-utils.org,https://bio.tools/adjustpkl,2872.0,2330.0,2655.2
phyloseq,0.117,"Provides a set of classes and tools to facilitate the import, storage, analysis, and graphical display of microbiome census data.","['Microbiology', 'Metagenomics', 'Sequence analysis']","['Command-line tool', 'Library']",3098.0,http://dx.plos.org/10.1371/journal.pone.0061217,https://bio.tools/phyloseq,2872.0,4427.0,3494.0
spike,0.117,"Database for highly curated interactions for particular human pathways, along with literature-referenced information on the nature of each interaction. Pathways are laid out as maps that reflect the curator's understanding and make the utilization of the pathways easy. The database currently focuses primarily on pathways describing DNA damage response, cell cycle, programmed cell death and hearing related pathways.","['Human biology', 'Data submission, annotation and curation', 'Molecular interactions, pathways and networks', 'Mapping']",['Database portal'],42.0,,https://bio.tools/spike,2872.0,3472.0,3112.0
baalchip,0.117,"This package offers functions to process multiple ChIP-seq BAM files and detect allele-specific events. Computes allele counts at individual variants (SNPs/SNVs), implements extensive QC steps to remove problematic variants, and utilizes a bayesian framework to identify statistically significant allele-specific events. It is able to account for copy number differences between the two alleles, a known phenotypical feature of cancer samples.","['ChIP-seq', 'Sequencing', 'Data quality management']","['Command-line tool', 'Library']",3.0,,https://bio.tools/baalchip,2872.0,2628.0,2774.4
